acinar cell	adipocyte - breast	adipocyte - omental	adipocyte - perirenal	adipocyte - subcutaneous	alveolar epithelial cell	amniotic epithelial cell	amniotic membrane cell	astrocyte	astrocyte - cerebellum	astrocyte - cerebral cortex	basophil	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14-cd16+ monocyte	cd14+ monocyte	cd14+ monocyte derived endothelial progenitor cell	cd14+cd16- monocyte	cd14+cd16+ monocyte	cd4+ t cell	cd4+cd25-cd45ra- memory conventional t cell	cd4+cd25-cd45ra+ naive conventional t cell	cd4+cd25+cd45ra- memory regulatory t cell	cd4+cd25+cd45ra+ naive regulatory t cell	cd8+ t cell	chondrocyte	chorionic membrane cell	ciliated epithelial cell	corneal epithelial cell	dendritic cell	dendritic cell - monocyte immature derived	dendritic cell - plasmacytoid	endothelial cell - aortic	endothelial cell - artery	endothelial cell - microvascular	endothelial cell - thoracic	endothelial cell - umbilical vein	endothelial cell - vein	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of esophagus	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast - dermal	fibroblast - skin dystrophia myotonica	fibroblast - skin normal	fibroblast - skin spinal muscular atrophy	fibroblast - skin walker warburg	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of pulmonary artery	fibroblast of the conjuctiva	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hair follicle dermal papilla cell	hair follicle outer root sheath cell	hepatic stellate cell	hepatocyte	immature langerhans cell	intestinal epithelial cell	iris pigment epithelial cell	keratinocyte	keratinocyte - epidermal	keratinocyte - oral	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	mast cell - stimulated	melanocyte	melanocyte - dark	melanocyte - light	meningeal cell	mesenchymal precursor cell	mesenchymal precursor cell - adipose	mesenchymal precursor cell - bone marrow	mesenchymal precursor cell - cardiac	mesenchymal somatic cell	mesenchymal stem cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesenchymal stem cell - wharton's jelly	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	nasal epithelial cell	natural killer cell	neuron	neuronal stem cell	neutrophil	olfactory epithelial cell	osteoblast	pancreatic stromal cell	pericyte cell	placental epithelial cell	preadipocyte	preadipocyte - breast	preadipocyte - omental	preadipocyte - perirenal	preadipocyte - subcutaneous	preadipocyte - visceral	prostate stromal cell	renal cortical epithelial cell	renal epithelial cell	renal glomerular endothelial cell	renal mesangial cell	renal proximal tubular epithelial cell	respiratory epithelial cell	reticulocyte	retinal pigment epithelial cell	salivary acinar cell	sebocyte	sensory epithelial cell	sertoli cell	skeletal muscle cell	skeletal muscle cell differentiated into myotubes	skeletal muscle satellite cell	skin fibroblast	small airway epithelial cell	smooth muscle cell - aortic	smooth muscle cell - brachiocephalic	smooth muscle cell - brain vascular	smooth muscle cell - carotid	smooth muscle cell - coronary artery	smooth muscle cell - internal thoracic artery	smooth muscle cell - pulmonary artery	smooth muscle cell - subclavian artery	smooth muscle cell - umbilical artery	smooth muscle cell - umbilical vein	smooth muscle cell of prostate	smooth muscle cell of the esophagus	smooth muscle cell of trachea	stromal cell	synoviocyte	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	uterine smooth muscle cell	vascular associated smooth muscle cell
diabetes mellitus	1.0794369989246e-07	1	0.108883586443919	8.39516345413446e-320	4.52261651945424e-05	1	0.99926776351729	0.792700809530235	1	0.999992955604969	1	1	7.10713028896986e-51	1	1	0.995231742589704	1.63531842013349e-05	0.358729174749765	0.358729174749765	0.358729174749765	0.358729174749765	0.358729174749765	7.94456351965853e-69	7.94456351965853e-69	4.51053358025677e-72	4.51053358025677e-72	4.51053358025677e-72	0.000165058040851546	1	1	1.90188881315932e-165	0.99998936946443	0.999926902366571	0.999926902366571	0.999926902366571	4.13199871017328e-15	2.32153378690545e-17	3.51983273116979e-05	0.00816859324874336	0.558491717892249	0.319714971982328	0.00227070117739109	0.986840992786135	0.866780879687787	1	0.944200918871099	0.999999182014062	8.39516345413446e-320	0.85834369491167	0.349108637510702	0.349108637510702	0.349108637510702	0.349108637510702	1	0.99994486534037	1	0.999994472068161	1	1	1	0.840505946834427	1	1	0.999991189511523	0.999966343749537	0.00227070117739109	0.999999534973179	0.999999999999999	0.984213154789509	1	1	0.999993035008782	0.859667435020403	2.53538871571061e-131	1	1	1	0.999999999993327	1	1	1	1	1	0.99877347979591	0.804826814935622	0.432472294589604	1	0.998502630002523	0.804826814935622	0.804826814935622	0.432472294589604	0.792700809530235	1	0.13016233755936	0.292768757018784	1	1.90188881315932e-165	0.999999534973179	0.358729174749765	0.292768757018784	0.998120790299888	1	1	1	0.999999995800041	1	1	1	7.53099738708848e-98	5.47243984416354e-87	0.893510132309798	1.40031571775098e-28	1	0.397814653731319	1	0.581603994342529	1	0.997726271621308	5.79983730870683e-242	1.98931504651097e-13	2.25885343046592e-21	8.39516345413446e-320	1.65240953948025e-11	1	1	0.00273121351718154	0.0100986142960669	1	1.90188881315932e-165	0.999995657217167	0.966935381600474	9.66469110211878e-11	0.999949292808203	0.349108637510702	1	7.58742043521574e-07	1	1	0.669099645335259	0.025232180234496	0.296108777715711	1	1	1	1	1	1	1	0.999999999999986	1	2.6859781687536e-36	1	1	0.999999991962558	1	0.908635988124405	1.01965380373888e-07
diabetes mellitus, type 1	0.000222145575002623	1	1	0.747279708214926	0.5725891832748	1	0.843302593561338	1	1	1	0.999999417651969	0.999719287566871	0.37783929971866	1	1	0.9980084393532	0.999939425968362	1.36320735198892e-09	1.36320735198892e-09	1.36320735198892e-09	1.36320735198892e-09	1.36320735198892e-09	8.39516345413446e-320	8.39516345413446e-320	4.01418093681843e-308	4.01418093681843e-308	4.01418093681843e-308	3.62470486533635e-193	0.999999999862329	1	1.16661056725355e-121	0.930334216820633	3.58108983651611e-60	3.58108983651611e-60	3.58108983651611e-60	0.255266349232412	0.462724147001283	1	1	0.318292140132421	0.394057345067924	0.999980552922138	1	1	1	0.432052853233523	0.984659099902448	0.747279708214926	0.732438057195147	0.0392944512485296	0.0392944512485296	0.0392944512485296	0.0392944512485296	1	0.600713533907655	1	0.752237462006975	1	1	1	0.522474737019055	1	1	1	0.964375490548805	0.999980552922138	0.995876712986192	0.94269223412361	1	1	1	0.973182216820506	0.315958409319666	0.0428992094716142	1	1.40255257212103e-32	0.668506989040887	1	1	1	1	1	1	0.968027016875765	0.100737231246063	0.0443039174280416	0.969594221793521	1	0.100737231246063	0.100737231246063	0.0443039174280416	1	0.969594221793521	0.404320071416119	0.124254215097199	1	1.16661056725355e-121	0.995876712986192	1.36320735198892e-09	0.124254215097199	0.998404351717126	1	1.65728339034356e-26	1	0.99438246289846	0.994966000468946	1	0.999999997220651	1.57716589891297e-44	0.155175392248097	0.66413508031365	0.220754883564598	1	1	1	1	1	0.691779418269095	2.12889785941105e-09	0.984071111951572	0.123486710505222	1.75998109271684e-29	0.843923124133049	0.999999999999972	0.999999958338273	1	0.000615977731626177	1	1.16661056725355e-121	0.558706687994844	0.999999998938644	0.999702192646307	1	0.0392944512485296	0.999999999999972	0.863784414723824	1	1	0.487749487163802	0.553920182680392	1	1	1	1	1	1	1	1	0.85434468649366	1	8.39516345413446e-320	1	1	0.985152555500748	1	1	0.984594934209469
diabetes mellitus, type 2	0.00122545422913696	1	0.0865780523703122	8.39516345413446e-320	4.38309237815577e-09	1	1	1	1	1	1	0.999999997296835	1.12873493675856e-09	1	1	0.991089150392666	0.940828373356926	5.70562290743138e-09	5.70562290743138e-09	5.70562290743138e-09	5.70562290743138e-09	5.70562290743138e-09	1	1	0.999999999999955	0.999999999999955	0.999999999999955	1	1	1	3.02920841598843e-188	0.997417790318442	1	1	1	0.00776574848408688	9.115160948515e-05	0.281005175272495	0.00765671827944052	0.947978756923926	0.658695194782962	5.33083687632694e-11	0.688031418006696	1	1	0.870797418401193	1	8.39516345413446e-320	0.97313800758249	0.997112166043313	0.997112166043313	0.997112166043313	0.997112166043313	1	0.932235301601918	1	0.945137156673878	1	1	1	0.340781355942203	1	1	1	0.990327982028506	5.33083687632694e-11	0.999996978922239	0.999865426771244	1	0.999999999999753	0.999999999999753	0.945759076845104	1	6.98039016700505e-13	1	1	1	0.99960611615599	1	1	0.999999999999987	0.999999999999987	0.999999999999987	0.991678744204173	0.999997662820276	0.469348261519688	1	0.90602278927994	0.999997662820276	0.999997662820276	0.469348261519688	1	1	1	1	1	3.02920841598843e-188	0.999996978922239	5.70562290743138e-09	1	0.191044863654074	1	1	1	0.999711811861942	0.999999019053151	1	0.999999999999992	0.00158761774220911	6.63219715641916e-05	0.991442577608502	5.85037930873468e-23	1	0.127526824614325	1	0.208929738876347	1	1	1.16309490286796e-31	0.294716351713251	0.0106037069653434	3.83066234825987e-29	0.183343448787605	1	0.999999999996377	1	0.203375940320082	1	3.02920841598843e-188	1	0.00125857784483266	1.16835776112498e-10	0.9053028171969	0.997112166043313	1	0.0111438349390279	1	1	0.605636308780868	1	0.0901239749103062	1	1	1	1	1	1	1	0.999999999999996	1	1	1	1	1	1	1	0.00221407801914919
diabetes, gestational	0.0909379796695344	1	0.0394068112190931	0.407371669729305	1	1	0.190751656726584	1	1	1	1	1	0.422541068147236	1	1	1	0.999792764583808	0.999755872117341	0.999755872117341	0.999755872117341	0.999755872117341	0.999755872117341	0.999987899002662	0.999987899002662	0.950537214498229	0.950537214498229	0.950537214498229	0.999999351508004	1	1	0.953414261375751	1	1	1	1	1	0.657906970903551	1	1	0.468523172186947	0.59496873841704	0.996107533001386	1	1	1	1	1	0.407371669729305	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.996107533001386	1	1	1	1	1	1	1	0.854390881457656	1	0.999999972518826	0.999999999999996	1	0.999234280693095	0.999234280693095	1	1	1	1	1	1	0.999999999999985	1	1	1	1	1	0.999999999999985	1	1	1	0.953414261375751	1	0.999755872117341	1	0.801785661327549	1	0.999966939207121	1	1	0.999999790971499	1	1	1	1	3.50231537584244e-06	0.369844651590766	1	1	1	1	1	1	0.600858285710417	1	1	1	1	1	1	1	1	1	0.953414261375751	1	1	0.999996850020584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0514681961094315	1
diabetic nephropathies	1	1	1	0.61355960504336	1	1	1	1	0.99999999842414	1	1	1	0.217683925586513	1	1	0.932039344089797	0.999999999942803	0.987561296722041	0.987561296722041	0.987561296722041	0.987561296722041	0.987561296722041	0.999999999999999	0.999999999999999	0.999974322327211	0.999974322327211	0.999974322327211	0.999999999960592	0.999893449819012	1	3.09554872403573e-18	1	0.999999999999862	0.999999999999862	0.999999999999862	1	0.949345505155728	0.125889751102975	1	0.827548120457793	0.918985473243157	0.999999080975843	1	1	1	1	1	0.61355960504336	0.562069097945749	2.55203915450427e-05	2.55203915450427e-05	2.55203915450427e-05	2.55203915450427e-05	1	1	1	1	1	1	1	1	1	1	1	1	0.999999080975843	1	1	1	1	1	1	1	8.39516345413446e-320	1	1	0.755062206943501	1	0.999734569862248	0.999734569862248	1	1	1	1	0.931068063286292	0.553595010395519	1	1	0.931068063286292	0.931068063286292	0.553595010395519	1	1	1	1	1	3.09554872403573e-18	1	0.987561296722041	1	0.988893470324776	1	0.999999999989676	1	1	0.999999999929544	1	0.999833387917701	0.015737931987139	2.59396681058581e-05	1	1	1	1	1.37721831184928e-20	1	1.37721831184928e-20	1	8.39516345413446e-320	2.23118771917693e-67	1.24549319295651e-46	8.39516345413446e-320	1.40621644062059e-40	0.999998894901382	0.999821622321478	1	1	1	3.09554872403573e-18	1	0.999999999993141	0.999999999999669	1	2.55203915450427e-05	0.999998894901382	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999905229434228	1	1	1	1	1	1	1	1
diabetic neuropathies	1	1	1	0.999624339715013	1	1	1	1	0.999981688075142	1	0.982362725264966	1	0.909189793441316	1	1	1	0.99999176923462	0.999997596912913	0.999997596912913	0.999997596912913	0.999997596912913	0.999997596912913	1	1	0.999997065100674	0.999997065100674	0.999997065100674	0.999999999959017	1	1	1	0.604595771089465	0.999997635965247	0.999997635965247	0.999997635965247	0.698051699790214	0.928778936184714	1	1	1	1	0.999999994397921	1	1	1	1	1	0.999624339715013	0.166645025770135	0.128983185760405	0.128983185760405	0.128983185760405	0.128983185760405	1	1	1	0.876948044095523	1	1	1	1	1	1	1	1	0.999999994397921	0.0746752937601586	1	1	0.00041670054940123	0.00041670054940123	1	1	0.92107079804394	1	1	1	1	0.999976788466064	0.999976788466064	1	1	1	0.62027957100014	0.964568310722878	1	0.999999999999999	1	0.964568310722878	0.964568310722878	1	1	0.999999999999999	1	0.290392688510156	1	1	0.0746752937601586	0.999997596912913	0.290392688510156	1	1	0.999999999990792	8.39516345413446e-320	0.726368056959125	0.999999796657639	1	0.999999946159226	1	0.0825433929761402	1	0.679340327905049	1	1	0.999999999957865	1	0.999999999957865	1	0.393660943873173	1	1	0.00680799564298977	1	1	1	1	1	1	1	1	0.99986767338285	0.999996969019841	1	0.128983185760405	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.998382516736958	1	1	1	1	1	1	1	1
diabetic retinopathy	1	1	1	0.999820071503907	1	1	1	1	0.650326447711115	1	1	1	6.8859424637803e-36	1	1	1	1	0.99999966788685	0.99999966788685	0.99999966788685	0.99999966788685	0.99999966788685	1	1	0.999999947315744	0.999999947315744	0.999999947315744	0.999999999999999	1	1	0.999999999962157	0.180225673500367	1	1	1	0.724991988773324	0.942048669826829	0.000347169779671447	1	0.813315539666012	0.909258349589773	0.999999998728339	1	1	1	1	1	0.999820071503907	1	0.999943434600125	0.999943434600125	0.999943434600125	0.999943434600125	1	1	1	1	1	1	1	1	1	1	1	1	0.999999998728339	1	1	1	1	1	1	1	0.99988350448066	1	0.999999999999997	0.99999999999982	1	0.999999893071191	0.999999893071191	1	1	1	1	0.999461477016349	0.5370515159411	1	1	0.999461477016349	0.999461477016349	0.5370515159411	1	1	1	1	1	0.999999999962157	1	0.99999966788685	1	1	1	0.999999999998733	0.460218077077051	1	0.999925038888787	1	1	1	1.17578020016062e-193	1	0.70657648104489	1	1	1	1	1	1	0.912719773575793	0.906447727201927	1	0.0597335773438426	1	1	0.999736686200313	1.08029221152181e-13	1	1	0.999999999962157	1	1	1	1	0.999943434600125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999984731091201	1	1	1	1	1	1	1	0.779922650963989
diarrhea	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999175706	0.99709101006888	1	1	1	1	1	1	1	1	0.999999992994941	0.999999992994941	0.999984089333937	0.999984089333937	0.999984089333937	1	1	1	0.99999911556775	1	1	1	1	1	1	1	1	0.98148694169657	0.996667395903958	0.999999999999985	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999985	1	1.44334895739242e-92	1	0.999999999999976	0.999999999999976	1	1	0.999995127388263	1	0.999999999999431	1	1	0.000231643922228475	0.000231643922228475	0.999999935682001	0.999999935682001	0.999999935682001	1	0.999999999999555	1	1	1	0.999999999999555	0.999999999999555	1	1	1	1	0.5848120071718	1	0.99999911556775	1	1	0.5848120071718	1	1	1	1	1	0.999999109518293	1	1	1	1	1	1	1	1	1	1	1	1	0.996961665956229	0.996416788429378	1	0.999990623873297	1	0.999508903828523	0.999656501141209	1	1	1	0.99999911556775	1	1	1	1	1	0.999508903828523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
disorder of artery	1	1	1	0.999999662824695	1	1	1	1	0.999998944624237	1	0.657406773132964	1	4.976162199497e-64	1	1	0.966335031241374	0.999999999999975	0.000185656573244036	0.000185656573244036	0.000185656573244036	0.000185656573244036	0.000185656573244036	1	1	0.999999995793416	0.999999995793416	0.999999995793416	1	0.999999635258028	1	1	1	0.99999999883309	0.99999999883309	0.99999999883309	9.15638039231561e-05	6.54637439468266e-65	0.333102240633859	0.00500245109697157	0.443736657442986	0.0273903671985751	1	1	1	1	1	1	0.999999662824695	1	0.999999997682807	0.999999997682807	0.999999997682807	0.999999997682807	1	0.960591027089532	1	0.989865795092791	1	1	0.0244974243539192	1	1	1	1	1	1	1	1	1	0.999999999999894	0.999999999999894	1	1	1	1	1	5.37385426680358e-20	1	0.999999844612664	0.999999844612664	1	1	1	0.880234729201422	0.99542873622348	1	0.999999999935395	0.649333286589465	0.99542873622348	0.99542873622348	1	1	0.999999999935395	1	1	1	1	1	0.000185656573244036	1	0.508143754889348	1	1	1	1	0.999999999999978	1	1	1	0.891378608946926	1	0.711040907870903	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999997682807	1	3.6612102025884e-35	1	1	1.54179771649159e-201	0.392013662915054	9.81712204035311e-08	1	1	0.061578794396752	1	1	1	1	0.999999920004628	1	1	1	1	1	1	1	1.52069482951775e-227
drug dependence	0.0888000559160391	1	1	1	0.956123873876133	0.902884008841434	1	1	0.999999999999977	0.992203296563263	0.999856208212105	1	1	0.999999999999886	1	0.99999999983262	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999999	1	1	0.999999998560959	0.999999999999772	0.0878446596388516	1	1	1	1	0.999999787453923	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.77762498079415e-09	0.0878446596388516	1	1	1	1	1	0.999300975131651	1	1	1	1	1	1	1	1	1	1	1	0.383339713747555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99999999984225	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999995634	0.999999999852707	1	0.99999999988184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.948652532858482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
drug hypersensitivity	1	1	1	0.999999968062923	0.0995868307564614	1	0.0300820766996861	1	1	1	1	2.06483927949436e-227	0.999999986761071	0.99368465510117	1	1	1	0.902090407997333	0.902090407997333	0.902090407997333	0.902090407997333	0.902090407997333	1.87189202414635e-09	1.87189202414635e-09	8.3037192261401e-06	8.3037192261401e-06	8.3037192261401e-06	4.71525036498119e-05	0.999999984843895	1	1	1.37365448330808e-06	0.20200775971884	0.20200775971884	0.20200775971884	1	1	1	1	1	1	0.999999999999933	1	1	1	1	1	0.999999968062923	1	0.995427164719775	0.995427164719775	0.995427164719775	0.995427164719775	1	0.9623332749366	1	0.99049602240822	1	0.402836070169858	1	1	1	1	0.410239947720072	1	0.999999999999933	2.21097490404134e-09	0.999960125584296	1	3.33385897245857e-33	3.33385897245857e-33	0.0239777856228934	1	0.999999846793989	0.347888723512952	0.999377053048005	0.839035624141829	1	4.42020059367661e-59	4.42020059367661e-59	0.572006157984333	0.572006157984333	0.572006157984333	1	1	1	0.999999999999322	1	1	1	1	1	0.999999999999322	1	1	1	1	2.21097490404134e-09	0.902090407997333	1	1	1	0.999995174240107	1	1	6.20899654390391e-08	1	1	1	1	1	1	1	1	1	1	1	1	0.993441831996617	0.992433228678263	1	0.782841955033904	0.874624709159093	0.999999993062416	0.999993203724204	1	1	1	1	1	1	1	1	0.995427164719775	0.999999993062416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.36752116927315e-37	1	1	1	1	1	1
duodenal ulcer	1	1	1	1	1	1	1	1	1	1	1	0.863090626650613	1	1	1	1	0.999999999976241	0.999999999999297	0.999999999999297	0.999999999999297	0.999999999999297	0.999999999999297	1	1	0.999998251356869	0.999998251356869	0.999998251356869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.477005047174238	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.31430212599413e-05	1	1	1	1	1	1	1	0.999997411572343	1	1	0.897021620213684	0.897021620213684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999297	1	1	1	0.999999999132826	1	1	0.999993511263214	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998386673225	1	1	1	1	1	1	0.999999999999957	1	1	1	0.999998386673225	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999998444	1	1	1	1	1	1	1	1
dyskinesia, drug-induced	1	1	1	1	1	1	1	1	0.956456325281618	1	0.767442207206036	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.10166503964435e-15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999909932704347	0.999987267102797	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
dyskinesias	1	1	1	0.999999999521013	1	1	1	1	3.63544247410881e-10	3.0176448504401e-06	0.349489381179824	1	0.999999999999951	1	1	1	1	1	1	1	1	1	1	1	0.999999999999816	0.999999999999816	0.999999999999816	1	1	1	1	0.99952934608121	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999521013	1	2.86702638137177e-19	2.86702638137177e-19	2.86702638137177e-19	2.86702638137177e-19	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99998176313046	0.999999999989969	1	1	1	1	1	0.999999999989483	1	0.999999997537083	1	0.997402405481564	1	1	0.999997468642965	0.999997468642965	0.999997468642965	0.0121723387047237	0.999999788711153	1	1	1	0.999999788711153	0.999999788711153	1	1	1	1	0.724273389147339	1	1	0.99998176313046	1	0.724273389147339	0.999120170779219	1	1	8.39516345413446e-320	2.05409984911806e-13	1	1	1	1	0.977718848291112	1	0.986040042370419	1	1	1.88688330189064e-29	1	1.88688330189064e-29	1	1	1	1	1	1	1	0.999999999989921	1	1	1	1	0.999632662245748	0.999999937589972	0.999999999988487	1	2.86702638137177e-19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
dyslipidemias	1	1	1	3.14774839366208e-47	3.70647494225255e-05	1	0.854944910437185	1	1	1	1	0.871649386728818	2.9789015644225e-18	0.990250194332081	1	0.872522574724881	0.999999999899909	3.42787164502236e-43	3.42787164502236e-43	3.42787164502236e-43	3.42787164502236e-43	3.42787164502236e-43	1	1	0.999999999999987	0.999999999999987	0.999999999999987	1	0.999999999999907	1	1	0.980544541736924	1	1	1	1.96307912728329e-12	7.68350463950363e-18	0.596129403905554	0.020352228910633	0.223219008961006	0.0213974341645675	3.28510217482126e-38	1	1	1	1	0.987109065463455	3.14774839366208e-47	1	1.28808820557723e-31	1.28808820557723e-31	1.28808820557723e-31	1.28808820557723e-31	1	1	1	1	1	1	1	1	1	1	0.904109215894707	0.673746248468232	3.28510217482126e-38	0.999998493445435	0.749153520636259	1	1	1	1	1	0.999968965100252	1	1	5.83219520370615e-125	0.997179090208434	0.999999999999934	0.999999999999934	0.99999999995968	0.99999999995968	0.99999999995968	0.872820824956767	0.999999992929871	1	0.239386821601901	1	0.999999992929871	0.999999992929871	1	1	0.239386821601901	1	1	1	1	0.999998493445435	3.42787164502236e-43	1	0.999993879828202	1	1	1	0.999926064731159	0.999999999999983	1	0.999999999999951	1	0.976513144991504	0.971711932099543	0.00406135043489465	1	1	4.61931352470134e-08	1	4.61931352470134e-08	1	0.729661061048093	1	0.468108608571101	8.96716266492592e-07	1	0.99999999999995	0.999976435273659	1	1	1	1	0.999999874985919	0.999999999997142	0.999999999999999	1	1.28808820557723e-31	0.99999999999995	1.77100936690234e-13	0.0233002587455496	1	8.01939752476044e-06	0.205494924580154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.60858295064303e-12
dyspepsia	1	1	1	1	1	1	1	1	1	1	1	0.857382399804316	1	1	1	1	1	1	1	1	1	1	0.99999999998586	0.99999999998586	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99966118170784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99966118170784	1	1	1	1	1	1	1	1	1	0.999999892546562	1	1	0.0748630261061092	0.0748630261061092	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.981495818584134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
dystonia	1	1	1	1	1	1	1	1	0.997197543095663	1	0.837690214135368	1	1	1	1	1	0.999144574664205	0.99999992782685	0.99999992782685	0.99999992782685	0.99999992782685	0.99999992782685	0.99999999999759	0.99999999999759	0.999088525525579	0.999088525525579	0.999088525525579	1	1	1	1	1	0.999992579829207	0.999992579829207	0.999992579829207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.119472332569093	0.119472332569093	0.119472332569093	0.119472332569093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999992406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99999992782685	1	1	1	1	1.70966656945611e-10	1	0.999999999910659	1	1	1	1	1	1	1	1	0.999415056357246	1	0.999415056357246	1	1	1	1	1	1	1	1	1	1	1	1	1	0.943097860142554	0.986149154874951	1	0.119472332569093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
dystonic disorders	1	1	1	1	1	1	1	1	0.975269970618478	1	1	1	0.921086875052356	1	1	1	0.988705798861505	1	1	1	1	1	0.999999990587145	0.999999990587145	0.99206299468599	0.99206299468599	0.99206299468599	1	1	1	1	1	1	1	1	1	1	1	1	0.38388784353895	0.499679050478968	1	1	1	1	1	1	1	1	0.535667066264058	0.535667066264058	0.535667066264058	0.535667066264058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999979195972	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.40219581970144e-08	1	1	1	1	1	1	1	1	1	1	0.993146129751394	1	0.993146129751394	1	1	1	1	1	1	1	1	1	1	1	1	1	0.958167012946201	0.987172096794887	1	0.535667066264058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
eating disorders	1	1	1	0.991487605987251	1	1	1	1	0.99999997645726	1	1	0.982614144240515	0.999974377695812	1	1	1	0.999999999950085	0.999999999943275	0.999999999943275	0.999999999943275	0.999999999943275	0.999999999943275	1	1	0.999999595898527	0.999999595898527	0.999999595898527	1	1	1	1	1	0.999999999999938	0.999999999999938	0.999999999999938	1	0.967344949708878	1	1	1	1	0.999999999979449	1	1	1	1	1	0.991487605987251	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999979449	1	0.999838922566701	1	1	1	1	1	1	1	1	1	1	0.999999999885083	0.999999999885083	1	1	1	1	0.999999428459923	1	1	1	0.999999428459923	0.999999428459923	1	1	1	1	1	1	1	1	0.999999999943275	1	1	1	0.999999999997063	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.996996085402291	1	1	1	1	1	0.99999999999814	0.999999999999998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999996699	1	1	1	1	1	1	1	1
