acinar cell	adipocyte - breast	adipocyte - omental	adipocyte - perirenal	adipocyte - subcutaneous	alveolar epithelial cell	amniotic epithelial cell	amniotic membrane cell	astrocyte	astrocyte - cerebellum	astrocyte - cerebral cortex	basophil	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14-cd16+ monocyte	cd14+ monocyte	cd14+ monocyte derived endothelial progenitor cell	cd14+cd16- monocyte	cd14+cd16+ monocyte	cd4+ t cell	cd4+cd25-cd45ra- memory conventional t cell	cd4+cd25-cd45ra+ naive conventional t cell	cd4+cd25+cd45ra- memory regulatory t cell	cd4+cd25+cd45ra+ naive regulatory t cell	cd8+ t cell	chondrocyte	chorionic membrane cell	ciliated epithelial cell	corneal epithelial cell	dendritic cell	dendritic cell - monocyte immature derived	dendritic cell - plasmacytoid	endothelial cell - aortic	endothelial cell - artery	endothelial cell - microvascular	endothelial cell - thoracic	endothelial cell - umbilical vein	endothelial cell - vein	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of esophagus	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast - dermal	fibroblast - skin dystrophia myotonica	fibroblast - skin normal	fibroblast - skin spinal muscular atrophy	fibroblast - skin walker warburg	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of pulmonary artery	fibroblast of the conjuctiva	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hair follicle dermal papilla cell	hair follicle outer root sheath cell	hepatic stellate cell	hepatocyte	immature langerhans cell	intestinal epithelial cell	iris pigment epithelial cell	keratinocyte	keratinocyte - epidermal	keratinocyte - oral	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	mast cell - stimulated	melanocyte	melanocyte - dark	melanocyte - light	meningeal cell	mesenchymal precursor cell	mesenchymal precursor cell - adipose	mesenchymal precursor cell - bone marrow	mesenchymal precursor cell - cardiac	mesenchymal somatic cell	mesenchymal stem cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesenchymal stem cell - wharton's jelly	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	nasal epithelial cell	natural killer cell	neuron	neuronal stem cell	neutrophil	olfactory epithelial cell	osteoblast	pancreatic stromal cell	pericyte cell	placental epithelial cell	preadipocyte	preadipocyte - breast	preadipocyte - omental	preadipocyte - perirenal	preadipocyte - subcutaneous	preadipocyte - visceral	prostate stromal cell	renal cortical epithelial cell	renal epithelial cell	renal glomerular endothelial cell	renal mesangial cell	renal proximal tubular epithelial cell	respiratory epithelial cell	reticulocyte	retinal pigment epithelial cell	salivary acinar cell	sebocyte	sensory epithelial cell	sertoli cell	skeletal muscle cell	skeletal muscle cell differentiated into myotubes	skeletal muscle satellite cell	skin fibroblast	small airway epithelial cell	smooth muscle cell - aortic	smooth muscle cell - brachiocephalic	smooth muscle cell - brain vascular	smooth muscle cell - carotid	smooth muscle cell - coronary artery	smooth muscle cell - internal thoracic artery	smooth muscle cell - pulmonary artery	smooth muscle cell - subclavian artery	smooth muscle cell - umbilical artery	smooth muscle cell - umbilical vein	smooth muscle cell of prostate	smooth muscle cell of the esophagus	smooth muscle cell of trachea	stromal cell	synoviocyte	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	uterine smooth muscle cell	vascular associated smooth muscle cell
polycythemia	1	1	1	1	1	1	1	1	1	1	1	0.0523843117444839	1	1	1	1	1	0.532732376811079	0.532732376811079	0.532732376811079	0.532732376811079	0.532732376811079	0.999979361496807	0.999979361496807	0.843680090612252	0.843680090612252	0.843680090612252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.923013455414149	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.923013455414149	1	0.867617120816197	1	0.983227268129472	0.983227268129472	1	1	0.71659322400925	1	0.987653981509804	0.957007437879815	1	0.898280021800819	0.898280021800819	1	1	1	1	1	1	8.39516345413446e-320	1	1	1	1	1	8.39516345413446e-320	1	1	1	1	1	0.532732376811079	1	1	1	0.876194797894561	1	1	0.0248962583465397	1	0.960182812120441	1	1	1	1	1	1	0.999999999251386	1	0.999999999251386	1	0.492528207829263	1	1	0.742003371556625	1	1	1.02134842186464e-154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.113871846729854	1	1	1	1	1	1	0.984348326446472	1	0.999999999999847	1	1	1	1	1	1
postoperative nausea and vomiting	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.987060387765917	0.987060387765917	0.987060387765917	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.672969097289001	1	1	1	1	1	1	1	0.999919244569214	0.99999858704328	1	0.946548396564498	0.946548396564498	1	1	1	0.148281074503303	1	1	0.999999983410838	1	1	1	1	1	0.999999983410838	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999975	1	1	1	1	1	1
pre-eclampsia	1	1	1	0.999989098334977	1	0.337863806204746	0.00614382258987252	1	0.999999999979746	0.663913170959368	1	0.877407213692702	2.66324972431192e-25	0.956097272951266	1	1	0.9999944231016	0.0555016903725493	0.0555016903725493	0.0555016903725493	0.0555016903725493	0.0555016903725493	0.129288961925772	0.129288961925772	0.00224892717441903	0.00224892717441903	0.00224892717441903	0.999999992734421	1	0.0399241990452426	0.999999999995654	0.939059251799092	0.999932918596704	0.999932918596704	0.999932918596704	0.488486856079083	0.489409286327967	0.524817648949583	1	8.44099467350381e-28	4.97373599724451e-23	0.999999999869538	1	1	1	0.433058240804967	1	0.999989098334977	1	0.999996052901295	0.999996052901295	0.999996052901295	0.999996052901295	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999869538	0.958334602588051	1	1	1	1	1	1	1.83818917292381e-09	1	0.999999999999927	1	1	0.999988972354947	0.999988972354947	1	1	1	1	0.997600949946077	1	0.999996598441193	1	0.997600949946077	0.997600949946077	1	1	0.999996598441193	1	1	1	0.999999999995654	0.958334602588051	0.0555016903725493	1	1	1	2.20906158334819e-16	1	1	0.0133577340906418	1	0.999999999892698	1	1	1.82139011611184e-160	1	1	1	1	1	1	1	8.71598258075212e-22	0.802882216114923	5.66462104649317e-09	0.865352110489377	0.722379301285744	0.999998973995669	0.897423546810418	1	1	1	0.999999999995654	1	1	0.99999999991049	1	0.999996052901295	0.999998973995669	1	1	1	1	1	1	1	1	9.45121942422351e-06	0.0528748750663111	1	1	1	0.999768465782386	1	0.999999999999474	1	1	1	1	0.000816559895837626	0.161986214326151
pregnancy complications	0.844686436679124	1	0.8612869522767	1	0.950743505277187	0.93724456412513	1.18279143364732e-07	0.506811629502175	1	0.952148801924767	0.999999995549912	1	0.999990809371103	0.999999999999996	0.899798776057234	0.999999999999956	1	1	1	1	1	1	1	1	0.999170022486425	0.999170022486425	0.999170022486425	1	1	0.11714911229059	1	1	1	1	1	0.999999301818742	0.999999348488089	0.999762599545136	0.954498662731373	0.00142098859022296	0.164974503451479	1	0.846122429126612	1	0.999344536756696	0.988603602548903	0.99997917633071	1	0.999999538888918	1	1	1	1	1	0.999999999207981	1	0.999999999999899	1	1	1	0.999999820844415	1	1	0.999955033905911	0.999999992510986	1	1	1	1	1	1	0.999999999999958	1	1	1	1	1	0.226348960665981	1	1	1	1	1	0.999571795341461	1	0.999999353040644	1	1	1	1	0.999999353040644	0.506811629502175	1	1	0.99893333535187	0.657789857466362	1	1	1	0.99893333535187	1	1	0.00884365454121183	1	0.999999370047713	1	1	1	1	0.999773090837207	5.26023409414453e-215	0.999999996659573	0.997958693369703	1	1	1	1	0.959711037440853	0.627503342918516	0.999999999999857	0.0548871490033757	1	0.999999841103741	1	0.966040707585195	1	1	1	1	0.999985831795453	1	1	1	1	1	1	1	0.759508671056783	1	0.93999744690367	1	0.997074595222458	1	0.0197308386990109	0.185125355065436	1	1	1	1	1	1	1	1	0.999999998631965	1	0.00472863705740225	0.999999999986917
pregnancy loss	1	1	1	1	1	1	1	1	0.999999999999923	1	1	0.996355609674299	0.993340617283504	1	1	0.981781323885382	0.999993867590768	0.999068083544206	0.999068083544206	0.999068083544206	0.999068083544206	0.999068083544206	4.38847213584215e-36	4.38847213584215e-36	4.23500274879944e-30	4.23500274879944e-30	4.23500274879944e-30	0.797296646968237	0.999998790525437	1	1	1	0.999959839990432	0.999959839990432	0.999959839990432	1	0.935957464743334	1	1	1	0.887665027534149	0.999998245856377	0.00765562231387419	1	1	1	1	1	1	0.999828218037046	0.999828218037046	0.999828218037046	0.999828218037046	1	1	1	1	1	1	1	1	1	1	1	1	0.999998245856377	1	0.999988118191739	1	0.999999997356535	0.999999997356535	1	1	0.99998894308701	1	0.997247934548239	0.999999999999877	0.930455012604195	0.999999344997546	0.999999344997546	1	1	1	1	0.999999992172845	1	0.999999999999995	1	0.999999992172845	0.999999992172845	1	1	0.999999999999995	1	1	1	1	1	0.999068083544206	1	1	1	3.83828403699952e-118	1	0.929170468988697	0.999999999999993	1	0.999999999745803	1	0.243346507793791	1.86339514636904e-21	1	1	1	1	1	1	1	1	1	1	0.995686905734878	1	0.999999971264956	0.999963861166012	1	1	1	1	0.993967921753334	0.999999999999976	0.999999996282285	1	0.999828218037046	0.999999971264956	1	1	0.113203033571473	1	1	1	1	1	1	1	1	1	1	0.675204271490652	1	1.96264878120914e-10	1	1	1	1	0.0206222937640049	0.65255596793692
premature birth	0.0847206889067933	1	1	1	1	1	6.61407033517204e-08	0.0317489284803508	0.905193079766925	1	0.449485833625157	0.825520259766381	0.593731991743403	0.576490881935067	0.00256925288416629	1	0.996625039541443	0.930150423331041	0.930150423331041	0.930150423331041	0.930150423331041	0.930150423331041	0.993765429350295	0.993765429350295	0.931453975797422	0.931453975797422	0.931453975797422	1	1	1	0.99999999999998	1	0.999949221163406	0.999949221163406	0.999949221163406	1	0.262687575494053	1	1	0.443955766131313	0.567935066260175	0.999225121781461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999225121781461	1	1	1	0.964001341203016	0.964001341203016	1	1	0.824451612585446	1	0.999999065880867	0.999986885155482	1	1	1	0.912510989882354	0.912510989882354	0.912510989882354	0.305834080756041	0.920991603634648	1	0.999999588512566	1	0.920991603634648	0.920991603634648	1	0.0317489284803508	0.999999588512566	1	1	0.0200609284327052	0.99999999999998	1	0.930150423331041	1	1	1	0.961628070241833	0.99999999987167	0.620253968555192	0.984765207887775	1	1	1	0.317398290062356	0.0518524536642234	1	1	1	0.99999999999964	1	0.99999999999964	1	0.210220066696573	1	1	1	1	0.310352087239276	1	1	1	1	0.99999999999998	1	1	0.999900465134852	1	1	0.310352087239276	1	1	1	1	1	1	1	1	1	1	1	1	1	0.982550794177326	1	0.999999999990907	1	1	1	1	1	1
priapism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.993051369589132	1	1	1	1	1	0.993051369589132	1	1	1	1	1	1	1	1	1	1	0.99999999999999	1	0.978886050304951	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0561671246426274	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
primary biliary cirrhosis	1	1	1	0.984329792961153	1	1	1	1	0.999278715790581	1	0.803499011091063	1	1	0.600841421071293	1	1	0.968089351830062	0.000296421744562189	0.000296421744562189	0.000296421744562189	0.000296421744562189	0.000296421744562189	7.69692316534081e-38	7.69692316534081e-38	1.18566619468588e-36	1.18566619468588e-36	1.18566619468588e-36	4.11472878034896e-12	1	1	2.21661189690323e-07	1	0.115697244303408	0.115697244303408	0.115697244303408	1	1	1	1	1	1	4.83969913635104e-18	1	1	1	1	1	0.984329792961153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.65750580398816e-05	4.83969913635104e-18	0.180712766792578	1	1	0.9111646319895	0.9111646319895	1	1	0.966147169638106	1	1.43916118176593e-23	0.10540713480254	1	0.714061045752548	0.714061045752548	0.733352071184704	0.733352071184704	0.733352071184704	1	1	1	0.854552446267302	1	1	1	1	1	0.854552446267302	1	1	1	2.21661189690323e-07	0.180712766792578	0.000296421744562189	1	1	1	3.93637242515288e-08	1	1	0.413837605577319	1	0.802152312816189	1	1	1	1	1	1	0.999835294177835	1	0.999835294177835	1	0.598101256971464	1	1	1	1	0.955883795001406	0.954082222861592	1	1	1	2.21661189690323e-07	1	0.977277942054808	0.994909823406357	1	1	0.955883795001406	1	1	1	1	1	1	1	1	1	1	1	1	1	0.997528270274246	1	2.38235768092328e-100	1	1	1	1	1	1
primary dystonia	1	1	1	1	1	1	1	1	0.975269970618478	1	1	1	0.921086875052356	1	1	1	0.988705798861505	1	1	1	1	1	0.999999990587145	0.999999990587145	0.99206299468599	0.99206299468599	0.99206299468599	1	1	1	1	1	1	1	1	1	1	1	1	0.38388784353895	0.499679050478968	1	1	1	1	1	1	1	1	0.535667066264058	0.535667066264058	0.535667066264058	0.535667066264058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999979195972	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.40219581970144e-08	1	1	1	1	1	1	1	1	1	1	0.993146129751394	1	0.993146129751394	1	1	1	1	1	1	1	1	1	1	1	1	1	0.958167012946201	0.987172096794887	1	0.535667066264058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
primary idiopathic dilated cardiomyopathy	1	1	1	0.996461428831472	1	1	1	1	1	1	1	1	0.945978564197232	1	1	1.31451099210055e-32	8.39516345413446e-320	0.999317500343647	0.999317500343647	0.999317500343647	0.999317500343647	0.999317500343647	0.0018971162743996	0.0018971162743996	2.29725861749628e-06	2.29725861749628e-06	2.29725861749628e-06	0.782591047271088	1	1	1	1	0.999158940927193	0.999158940927193	0.999158940927193	1	0.594897234116932	0.0645681556724175	1	1	0.815152616132587	0.999991488097279	1	1	1	1	1	0.996461428831472	1	0.683396681414087	0.683396681414087	0.683396681414087	0.683396681414087	1	1	1	1	1	1	1	1	1	1	1	1	0.999991488097279	1	1	1	0.999967664142119	0.999967664142119	1	1	0.952681337047147	1	0.999997964167396	0.999999990694509	1	0.917003862292036	0.917003862292036	1	1	1	1	0.734540269711224	0.418297344446752	0.999999998214423	0.00604436472504366	0.734540269711224	0.734540269711224	0.418297344446752	1	0.999999998214423	1	1	1	1	1	0.999317500343647	1	2.84418360570056e-14	1	0.0138360488746442	1	1	0.999999869003185	1	1	1	1	1	1	1	1	0.998620362530946	1	0.998620362530946	1	0.820141666902435	1	1	1	1	1	1	1	1	1	1	1	1.84546761972563e-191	8.39516345413446e-320	1	0.683396681414087	1	0.525826583343136	1	1	1	7.08742863970268e-17	1	1	1	1	1	1	1	1	0.844546858089679	1	0.199247505672757	1	1	1	1	1	0.598365240496011
primary ovarian insufficiency	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.877519059728258	0.877519059728258	0.877519059728258	0.877519059728258	0.877519059728258	0.997293254034015	0.997293254034015	1	1	1	1	1	1	0.001921374542078	1	0.734435634396298	0.734435634396298	0.734435634396298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.665597954119111	0.996726834233585	1	1	1	1	1	1	1	0.302503594701494	1	0.982054652120311	1	0.302503594701494	0.302503594701494	1	1	0.982054652120311	1	1	1	0.001921374542078	1	0.877519059728258	1	1	1	0.463164776732971	0.999999999903839	1	1	1	1	1	1	0.00430065614029218	1	1	1	0.931949982077369	1	0.931949982077369	1	1	1	1	1	1	1	1	1	1	1	0.001921374542078	0.347603165383686	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.60224870050883	1	0.932496223070339	1	1	1	1	1	1
progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant	1	1	1	1	1	1	1	1	1	1	1	1	0.368646213722923	1	1	1	0.328795488191271	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99994930229171	1	1	1	1	1	1	0.0301023778441244	1	1	1	1	1	1	1	1	1	1	1	0.0152002154471009	0.0152002154471009	0.0152002154471009	0.0152002154471009	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0833179085698407	1	1	1	1	0.996108366307535	1	1	1	1	1	1	0.0530935586463952	1	1	1	1	1	1	1	1	1	1	1	1	0.99994930229171	1	1	1	1	1	1	0.903576506641241	1	1	1	1	1	1	1	1	1	1	0.00032639870430565	1	0.00032639870430565	1	1	1	1	1	1	1	1	1	1	1	0.99994930229171	1	1.16403043025846e-41	6.22954208355608e-40	1	0.0152002154471009	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
proliferative diabetic retinopathy	1	1	1	0.999820071503907	1	1	1	1	0.650326447711115	1	1	1	6.8859424637803e-36	1	1	1	1	0.99999966788685	0.99999966788685	0.99999966788685	0.99999966788685	0.99999966788685	1	1	0.999999947315744	0.999999947315744	0.999999947315744	0.999999999999999	1	1	0.999999999962157	0.180225673500367	1	1	1	0.724991988773324	0.942048669826829	0.000347169779671447	1	0.813315539666012	0.909258349589773	0.999999998728339	1	1	1	1	1	0.999820071503907	1	0.999943434600125	0.999943434600125	0.999943434600125	0.999943434600125	1	1	1	1	1	1	1	1	1	1	1	1	0.999999998728339	1	1	1	1	1	1	1	0.99988350448066	1	0.999999999999997	0.99999999999982	1	0.999999893071191	0.999999893071191	1	1	1	1	0.999461477016349	0.5370515159411	1	1	0.999461477016349	0.999461477016349	0.5370515159411	1	1	1	1	1	0.999999999962157	1	0.99999966788685	1	1	1	0.999999999998733	0.460218077077051	1	0.999925038888787	1	1	1	1.17578020016062e-193	1	0.70657648104489	1	1	1	1	1	1	0.912719773575793	0.906447727201927	1	0.0597335773438426	1	1	0.999736686200313	1.08029221152181e-13	1	1	0.999999999962157	1	1	1	1	0.999943434600125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999984731091201	1	1	1	1	1	1	1	0.779922650963989
prostatic hyperplasia	0.025975303298885	1	1	1	1	1	0.422948012735687	1	1	1	1	0.992439630874853	0.998246759230693	1	1	1	1	0.999999999999806	0.999999999999806	0.999999999999806	0.999999999999806	0.999999999999806	1	1	0.999999924316392	0.999999924316392	0.999999924316392	0.999999999943641	1	1	0.230037402722919	1	0.999999999972259	0.999999999972259	0.999999999972259	1	0.938368915891794	1	1	1	1	1	1	1	1	1	8.39516345413446e-320	1	1	0.914585343402699	0.914585343402699	0.914585343402699	0.914585343402699	1	1	1	1	1	1	1	1	1	1	0.487111899428833	1	1	1	1	1	0.999649773911174	0.999649773911174	0.803801563583235	1	0.998601903483673	1	0.999999999939586	1	1	0.999989741911066	0.999989741911066	1	1	1	1	0.997122975884419	1	1	1	0.997122975884419	0.997122975884419	1	1	1	1	1	1	0.230037402722919	1	0.999999999999806	1	0.985068708538433	1	0.999993946911514	1	1	1	1	0.999976441871445	1	1	1	1	1	1	0.999603021773836	1	0.999603021773836	4.56323846212801e-297	1	1	1	1	1	0.999997276699807	0.999685337399808	1	1	1	0.230037402722919	0.829287197827506	0.999999999384456	0.999999999999827	1	0.914585343402699	0.999997276699807	1	1	1	1	1	1	1	1	1	1	5.21658793309545e-29	1	1	6.75947674794381e-132	1	1	1	1	1	0.162683313497662	1	0.939462732334964
psoriasis	1	1	1	0.999996981138999	1	1	1	1	1	1	1	0.187178692587327	0.999584593220163	1	1	1	1	6.41616293977288e-40	6.41616293977288e-40	6.41616293977288e-40	6.41616293977288e-40	6.41616293977288e-40	8.17286565087773e-164	8.17286565087773e-164	1.97301462845461e-31	1.97301462845461e-31	1.97301462845461e-31	1.51200648265826e-12	1	1	5.33789977502853e-306	0.971005179947001	1.030265667298e-158	1.030265667298e-158	1.030265667298e-158	1	1	1	1	0.932934955057469	0.97900644470971	0.999999999999995	1	1	0.570274040620975	1	1	0.999996981138999	0.0399182108820238	1.06243001407069e-57	1.06243001407069e-57	1.06243001407069e-57	1.06243001407069e-57	1	1	1	1	1	1	1	0.391132652769337	1	1	0.00535851949420447	1	0.999999999999995	9.53774061619297e-152	0.997116296044469	1	8.39516345413446e-320	8.39516345413446e-320	0.0548776186858088	1	0.999992758735792	1	0.0552996543823042	0.916848378408848	1	4.83380793591628e-27	4.83380793591628e-27	7.10999523911679e-19	7.10999523911679e-19	7.10999523911679e-19	1	0.999993972069864	1	7.87483668323374e-08	1	0.999993972069864	0.999993972069864	1	1	7.87483668323374e-08	1	1	1	5.33789977502853e-306	9.53774061619297e-152	6.41616293977288e-40	1	0.999010576768229	1	3.12786412492871e-13	1	1	1.1691292785721e-163	1	0.999999991687829	1	0.827608868101378	1	1	1	1	0.854226639343573	1	0.854226639343573	1	1	1	1	0.996523157023298	1	0.999999829587405	0.99691402066088	1	1	1	5.33789977502853e-306	0.999417886040854	1	1	1	1.06243001407069e-57	0.999999829587405	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999510931686	7.30869997466913e-09	8.39516345413446e-320	1	1	1	1	1	1
psychotic disorders	1	1	1	1	1	1	1	1	0.999999999999997	1	1	0.999968403048135	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999999	0.999999999999999	0.999999999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.805321536403255	0.999999651751919	0.999999651751919	0.999999651751919	0.999999651751919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.88543251409733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.996806766252218	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999651751919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pterygium	1	1	1	1	1	1	4.89556890572803e-07	1	1	1	1	1	0.605565840492343	1	1	1	1	1	1	1	1	1	0.905142103345662	0.905142103345662	1	1	1	0.565831772602069	1	1	1.66437362098333e-09	3.40662530896871e-26	0.349828989966687	0.349828989966687	0.349828989966687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.31256470444974e-57	1	1	1	1	1	1	1	0.0649018619986628	6.63859501318302e-10	1	0.78854370678433	0.78854370678433	1	1	1	1	0.956213865715494	0.998991699342101	1	3.05228675979068e-08	3.05228675979068e-08	0.52121984462059	0.52121984462059	0.52121984462059	1	0.717744738687906	1	0.983184551756688	1	0.717744738687906	0.717744738687906	1	1	0.983184551756688	1	1	1	1.66437362098333e-09	0.0649018619986628	1	1	1	1	1	0.999999999999994	1	1	1	1	1	1	1	0.121575729028054	1	1	1.88891250071609e-18	1	1.88891250071609e-18	1	1	1	1	1	1	2.46931925677448e-07	0.581613531488167	1	1	1	1.66437362098333e-09	1	1	1	1	1	2.46931925677448e-07	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0865572312444459	1	0.999995109812141	1	1	1	1	1	1
puberty, precocious	1	1	1	1	1	1	1	1	0.912291330107329	1	1	0.648638744803559	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.277185733253098	1	0.980122369401028	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999974928	1	1	1	1	1	0.999999999974928	1	1	1	0.980122369401028	1	1	1	1	1	1	0.999999999999545	1	0.999990874467668	1	0.89085420689261	1	1	1	1	1	1	0.999996188273588	1	0.999996188273588	1	1	1	1	1	1	1	1	1	1	1	0.980122369401028	0.000502770525721429	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.990047072353443	1	1	1	1	1	1	1	1
pulmonary arterial hypertension	1	1	1	0.999996607919527	1	0.0011666199504226	1	1	0.999999999997688	1	1	0.999003957943966	2.08874561838541e-124	0.441527838098605	1	0.149246899187921	0.0170426166060615	0.999997089903401	0.999997089903401	0.999997089903401	0.999997089903401	0.999997089903401	1	1	0.999998782604645	0.999998782604645	0.999998782604645	1	1	1	0.99996683993249	1	0.999999885067514	0.999999885067514	0.999999885067514	0.10638125339938	3.17853636046789e-123	0.554977857568279	1	0.00978009950172384	0.000178232557169727	0.999999997943805	1	1	1	1	1	0.999996607919527	1	0.99998081772228	0.99998081772228	0.99998081772228	0.99998081772228	1	1	1	1	2.42028117708762e-81	1	0.000132251543545002	1	1	1	1	1	0.999999997943805	0.995491985745314	1	1	1	1	1	1	0.999996415792762	1	1	0.99999999982048	1	0.0853631274377861	0.0853631274377861	1	1	1	1	0.006290862471521	1	0.999999999999434	0.0356784839572404	0.006290862471521	0.006290862471521	1	1	0.999999999999434	1	1	0.0770895494486675	0.99996683993249	0.995491985745314	0.999997089903401	1	0.997391038258627	1	0.999999999996729	1	1	0.994022052142769	1	0.99999999998581	1	0.00017548079101824	1	1	1	1	0.999999999995002	1	0.999999999995002	1	1	0.962366156115452	1	1	0.75202802630363	2.09764363895945e-36	1	1	1	1	0.99996683993249	1	0.998437502923197	0.0957133481837561	1	0.99998081772228	2.09764363895945e-36	0.0615282856709419	1	0.101125893732324	1	0.0458179477657374	1	8.39516345413446e-320	1	1	1	1	1	1	0.482779012910682	1	1	1	1	1	1	1	5.84668816592734e-120
pulmonary disease, chronic obstructive	0.390953130197585	1	1	0.999999909297947	1	2.02432103724117e-13	1	1	1	1	1	0.996678680727839	0.955853779357334	2.10379196223443e-81	5.9918649327634e-19	1	0.999912388196725	0.925866650539223	0.925866650539223	0.925866650539223	0.925866650539223	0.925866650539223	0.0301499551283207	0.0301499551283207	0.865930100993862	0.865930100993862	0.865930100993862	8.59002473408535e-07	1	1	1	0.986534688731186	0.97268297480213	0.97268297480213	0.97268297480213	1	0.806803288718976	0.681956312379479	1	1	1	0.999999999996268	1	1	1	1	1	0.999999909297947	1	0.999999903362432	0.999999903362432	0.999999903362432	0.999999903362432	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999996268	0.981834764690548	0.00317392136114896	1	0.999999999999685	0.999999999999685	1	1	0.999999980281189	1	1	1.95857094308988e-49	1	0.239330176488944	0.239330176488944	1	1	1	1	0.992678623112641	0.778760863123636	1	1	0.992678623112641	0.992678623112641	0.778760863123636	1	1	1	0.515373198838436	1	1	0.981834764690548	0.925866650539223	0.515373198838436	0.990074195905388	1	0.999999154873237	1	1	8.16513779831701e-179	1	1	1	0.882206074835781	1	1	1	1	1	1	1	1	1	1	1	1	1	2.53562271080233e-170	1	1	1	1	1	1	0.0125350657065575	0.169454687357456	0.503630338692419	0.999999903362432	2.53562271080233e-170	1	1	1	1	1	1	0.00181882753784873	1	1	1	1	1	0.00290504849218042	0.999994621686029	1	0.999988971623693	1	1	4.00895903725032e-07	1	1	0.810693738292642
