acinar cell	adipocyte - breast	adipocyte - omental	adipocyte - perirenal	adipocyte - subcutaneous	alveolar epithelial cell	amniotic epithelial cell	amniotic membrane cell	astrocyte	astrocyte - cerebellum	astrocyte - cerebral cortex	basophil	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14-cd16+ monocyte	cd14+ monocyte	cd14+ monocyte derived endothelial progenitor cell	cd14+cd16- monocyte	cd14+cd16+ monocyte	cd4+ t cell	cd4+cd25-cd45ra- memory conventional t cell	cd4+cd25-cd45ra+ naive conventional t cell	cd4+cd25+cd45ra- memory regulatory t cell	cd4+cd25+cd45ra+ naive regulatory t cell	cd8+ t cell	chondrocyte	chorionic membrane cell	ciliated epithelial cell	corneal epithelial cell	dendritic cell	dendritic cell - monocyte immature derived	dendritic cell - plasmacytoid	endothelial cell - aortic	endothelial cell - artery	endothelial cell - microvascular	endothelial cell - thoracic	endothelial cell - umbilical vein	endothelial cell - vein	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of esophagus	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast - dermal	fibroblast - skin dystrophia myotonica	fibroblast - skin normal	fibroblast - skin spinal muscular atrophy	fibroblast - skin walker warburg	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of pulmonary artery	fibroblast of the conjuctiva	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hair follicle dermal papilla cell	hair follicle outer root sheath cell	hepatic stellate cell	hepatocyte	immature langerhans cell	intestinal epithelial cell	iris pigment epithelial cell	keratinocyte	keratinocyte - epidermal	keratinocyte - oral	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	mast cell - stimulated	melanocyte	melanocyte - dark	melanocyte - light	meningeal cell	mesenchymal precursor cell	mesenchymal precursor cell - adipose	mesenchymal precursor cell - bone marrow	mesenchymal precursor cell - cardiac	mesenchymal somatic cell	mesenchymal stem cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesenchymal stem cell - wharton's jelly	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	nasal epithelial cell	natural killer cell	neuron	neuronal stem cell	neutrophil	olfactory epithelial cell	osteoblast	pancreatic stromal cell	pericyte cell	placental epithelial cell	preadipocyte	preadipocyte - breast	preadipocyte - omental	preadipocyte - perirenal	preadipocyte - subcutaneous	preadipocyte - visceral	prostate stromal cell	renal cortical epithelial cell	renal epithelial cell	renal glomerular endothelial cell	renal mesangial cell	renal proximal tubular epithelial cell	respiratory epithelial cell	reticulocyte	retinal pigment epithelial cell	salivary acinar cell	sebocyte	sensory epithelial cell	sertoli cell	skeletal muscle cell	skeletal muscle cell differentiated into myotubes	skeletal muscle satellite cell	skin fibroblast	small airway epithelial cell	smooth muscle cell - aortic	smooth muscle cell - brachiocephalic	smooth muscle cell - brain vascular	smooth muscle cell - carotid	smooth muscle cell - coronary artery	smooth muscle cell - internal thoracic artery	smooth muscle cell - pulmonary artery	smooth muscle cell - subclavian artery	smooth muscle cell - umbilical artery	smooth muscle cell - umbilical vein	smooth muscle cell of prostate	smooth muscle cell of the esophagus	smooth muscle cell of trachea	stromal cell	synoviocyte	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	uterine smooth muscle cell	vascular associated smooth muscle cell
hepatic veno-occlusive disease	0	0	0	0	0	0	0	0	0	0	0	0	0.00113629889235505	0	0	0	0	0.000134363853692135	0.000134363853692135	0.000134363853692135	0.000134363853692135	0.000134363853692135	0	0	0	0	0	0	0	0	0.00110858710482985	0.00113639738833689	0	0	0	0	0	0	0	0	0.00108787621988707	0.001676040077143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000837965420287229	0.001676040077143	0	0	0	0	0	0	0	0	0	0.000323138329859668	0.000327557868524466	0	0.000193098940990484	0.000193098940990484	0	0	0	0	0.000243628398878481	0	0.000390912375167069	0	0.000243628398878481	0.000243628398878481	0	0	0.000390912375167069	0.00212600484119066	0	0	0.00110858710482985	0	0.000134363853692135	0	0	0	0.000161046256825102	4.56314172437097e-05	0	0.000453184515175198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00110858710482985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179673973791747	0	0.000414324361729705	0	0	0	0	0	0
hepatitis b	0.000256680038795832	0	0	7.74741922370323e-05	0	0	0	0	0	0	0	0	4.35407465114758e-05	0	0	0	0	0.00214180076548724	0.00214180076548724	0.00214180076548724	0.00214180076548724	0.00214180076548724	0.00752676696758046	0.00752676696758046	0.00558507822233328	0.00558507822233328	0.00558507822233328	0.010713697450206	0	0	0.00566127687226288	0	0.00396027490423067	0.00396027490423067	0.00396027490423067	0	0	0	0	0	0	0.0139577054020658	0	0	0	0	0	7.74741922370323e-05	0	4.13015468084907e-05	4.13015468084907e-05	4.13015468084907e-05	4.13015468084907e-05	0	0	0	0	0	0	0	0	0	0	0	0.00179811478384128	0.0139577054020658	6.53812816427549e-05	9.58074137659353e-05	0	0	0	0	0	0.000343333381285923	0	0.00343394895394755	0.00117982930056385	0	8.87900755465038e-05	8.87900755465038e-05	0	0	0	0	0.000410755961232607	0	0.00176152993704717	0.000179882034195509	0.000410755961232607	0.000410755961232607	0	0	0.00176152993704717	0.000651714709890111	0.000212368582766773	0	0.00566127687226288	6.53812816427549e-05	0.00214180076548724	0.000212368582766773	0	0	0.00394942523223529	9.09223367159997e-05	0	0.00107663883008014	0	0	0	0	0.000253549098752669	0	0	0	0.000502902314765178	0	0.000502902314765178	0	0.000165406245582003	0.000251716547381347	0	0.000351126761074713	0.00012867960802244	7.13848393024299e-05	8.99784604536275e-05	0	0	0	0.00566127687226288	0	4.90080597453878e-05	4.455585962846e-05	0	4.13015468084907e-05	7.13848393024299e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330468217482269	0	0.0131544807882164	0	0	0	0	0	0
hepatitis b, chronic	0.000554846353468955	0	0	8.37351304221639e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186971606852635	0.00186971606852635	0.00186971606852635	0.00186971606852635	0.00186971606852635	0.00750657197991439	0.00750657197991439	0.00463815807861271	0.00463815807861271	0.00463815807861271	0.0102626207687545	0	0	0.00570975096310636	0	0.00561955785637497	0.00561955785637497	0.00561955785637497	0	0	0	0	0	0	0.0133272197740606	0	0	0	0	0	8.37351304221639e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00222105852788191	0.0133272197740606	0	0.000207099836873578	0	0	0	0	0	9.27698135022226e-05	0	0.00117767398037701	0.000651153239424588	0	6.39769910590214e-05	6.39769910590214e-05	0	0	0	0	0.000242154801318258	0	0.00129515974570554	0	0.000242154801318258	0.000242154801318258	0	0	0.00129515974570554	0	0	0	0.00570975096310636	0	0.00186971606852635	0	0	0	0.00293465628764007	6.04738846942751e-05	0	0.000412906457169117	0	0	0	0	0	0	0	0	0.000252810914072824	0	0.000252810914072824	0	0	0.000181372379763205	0	0	0	7.7153677328655e-05	0	0	0	0	0.00570975096310636	0	5.29685583808605e-05	4.81565616798697e-05	0	0	7.7153677328655e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178587207509024	0	0.0105307822888418	0	0	0	0	0	0
hepatitis c	0	0	0	0.000343229574260525	0	0	0	0	8.67253077364674e-05	0	0	5.690561202996e-05	0.000214329033773906	0	0	0	0.000107201324882913	0.00287904998828814	0.00287904998828814	0.00287904998828814	0.00287904998828814	0.00287904998828814	0.0108766157563989	0.0108766157563989	0.00313756331453041	0.00313756331453041	0.00313756331453041	0.0127605530342262	0	0	0.00739840994320747	0	0.00509486245239461	0.00509486245239461	0.00509486245239461	0	7.53409281299065e-05	0	0	9.81445634948733e-05	8.20782139779294e-05	0.0177035698548731	0	0	0	0	0	0.000343229574260525	0	0	0	0	0	0	0	0.000702169629529786	0	0	0	0	0	0	0	0	0.00720741223580767	0.0177035698548731	6.43677844048811e-05	4.71611354100638e-05	0	0.000265374511287391	0.000265374511287391	0.00019709671995139	0	0.000338011255061716	0	0.00489228925488061	0.00150753111817031	0	0.000233103228588618	0.000233103228588618	0	0	0	0	0.000147050434515972	0	0.0022179189617127	0	0.000147050434515972	0.000147050434515972	0	0	0.0022179189617127	0.000320806130483256	0	0	0.00739840994320747	6.43677844048811e-05	0.00287904998828814	0	0	0	0.00592951089155241	0.000158369010525455	0	0.00105994948944537	0	0.000119757390784721	0	0	0.00012480937444557	0	0	0	0.000483592548533355	0	0.000483592548533355	0	0.000244263341601755	0.000165209736343338	0.000296597678740549	0.000806595596447854	0	0	0.000132875511110542	0	0	0	0.00739840994320747	0	2.41241846636561e-05	0.000109662960654759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162672759244703	0	0.0136204257616528	0	0	0	0	0	0
hepatitis c, chronic	0	0	0	0.000388756674558913	0	0	0	0	0	0	0	0	7.28275026511474e-05	0	0	0	0	0.00258348854605541	0.00258348854605541	0.00258348854605541	0.00258348854605541	0.00258348854605541	0.00969876751234938	0.00969876751234938	0.00353614726582329	0.00353614726582329	0.00353614726582329	0.00945194158056466	0	0	0.00581329659374334	0	0.00483597712153052	0.00483597712153052	0.00483597712153052	0	0	0	0	0	0	0.0137975684785931	0	0	0	0	0	0.000388756674558913	0	0	0	0	0	0	0	0.00119296158004613	0	0	0	0	0	0	0	0	0.00816342711435767	0.0137975684785931	0	8.01251154272152e-05	0	0.000225430994859017	0.000225430994859017	0.000167430208148261	0	0.000215350976434549	0	0.00364505409710923	0.00119664609094964	0	0.000148512829483855	0.000148512829483855	0	0	0	0	0.000187375149104767	0	0.00190412671305874	0	0.000187375149104767	0.000187375149104767	0	0	0.00190412671305874	0	0	0	0.00581329659374334	0	0.00258348854605541	0	0	0	0.00516087658572793	5.8492042589328e-05	0	0.000842317636997201	0	5.08659019574846e-05	0	0	0	0	0	0	0.000273868927836908	0	0.000273868927836908	0	0.000138331617551214	0.00014034277460785	0	0	0	0	7.52502780987644e-05	0	0	0	0.00581329659374334	0	4.09861438651968e-05	3.72627049970375e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138187657040208	0	0.0106977974960121	0	0	0	0	0	0
hepatitis, autoimmune	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035635499436975	0.00035635499436975	0.00035635499436975	0.00035635499436975	0.00035635499436975	0.0064281723044407	0.0064281723044407	0.0060060065095814	0.0060060065095814	0.0060060065095814	0.00363501595618173	0	0	0.0024055813346989	0	0.00115613232183983	0.00115613232183983	0.00115613232183983	0	0	0	0	0	0	0.00567989266307695	0	0	0	0	0	0	0	0.000178666629808301	0.000178666629808301	0.000178666629808301	0.000178666629808301	0	0	0	0	0	0	0	0	0	0	0	0.00277802729699077	0.00567989266307695	0	0	0	0	0	0	0	0	0	0.00264246566225602	0.000814441155393834	0	0.000384097564962312	0.000384097564962312	0	0	0	0	0	0	0.000622058269797364	0	0	0	0	0	0.000622058269797364	0	0	0	0.0024055813346989	0	0.00035635499436975	0	0	0	0.00160170415165211	9.07665063266809e-05	0	0.000225359947424566	0	0	0	0	0	0	0	0	0.000202372873713688	0	0.000202372873713688	0	0	0	0	0	0	0	0	0	0	0	0.0024055813346989	0	0.000106002142108056	9.63722413949898e-05	0	0.000178666629808301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000238262435020857	0	0.0064754026907327	0	0	0	0	0	0
heroin abuse	0	0	0	9.30686324232189e-05	0	0	0	0	7.05481671115203e-05	0	0.000148728920916775	0.000138872495186945	0	0	0	0	0	0.00034635386732776	0.00034635386732776	0.00034635386732776	0.00034635386732776	0.00034635386732776	0.000620895921841835	0.000620895921841835	0.000758110068868473	0.000758110068868473	0.000758110068868473	0	0	0	0.000148448795662494	0	5.83732670108045e-05	5.83732670108045e-05	5.83732670108045e-05	0	0	0	0	0	0	6.85774669684799e-05	0	0	0	0	0	9.30686324232189e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85774669684799e-05	0	0	0	0	0	0	0	0.000206220725501458	0	0.000277654560492064	9.04667210549219e-05	0	7.1108160152093e-05	7.1108160152093e-05	0	0	0	0	0	0	0.000287904839210742	0	0	0	0	0	0.000287904839210742	0	0	0	0.000148448795662494	0	0.00034635386732776	0	0	0	0.000533743616983425	0.000941004140605747	0	0.000333767931799425	0	0	0	0	0	0	0	0	2.80990379017715e-05	0	2.80990379017715e-05	0	0.000397400285852036	0.000201588977754052	0	0.000281202350673859	0	8.57535803574696e-05	0.000108089829918394	0	0	0	0.000148448795662494	0.000144261489421986	0	0	0	0	8.57535803574696e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00085005414011301	0	0	0	0	0	0
heroin dependence	0	0	0	9.30686324232189e-05	0	0	0	0	7.05481671115203e-05	0	0.000148728920916775	0.000138872495186945	0	0	0	0	0	0.00034635386732776	0.00034635386732776	0.00034635386732776	0.00034635386732776	0.00034635386732776	0.000620895921841835	0.000620895921841835	0.000758110068868473	0.000758110068868473	0.000758110068868473	0	0	0	0.000148448795662494	0	5.83732670108045e-05	5.83732670108045e-05	5.83732670108045e-05	0	0	0	0	0	0	6.85774669684799e-05	0	0	0	0	0	9.30686324232189e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85774669684799e-05	0	0	0	0	0	0	0	0.000206220725501458	0	0.000277654560492064	9.04667210549219e-05	0	7.1108160152093e-05	7.1108160152093e-05	0	0	0	0	0	0	0.000287904839210742	0	0	0	0	0	0.000287904839210742	0	0	0	0.000148448795662494	0	0.00034635386732776	0	0	0	0.000533743616983425	0.000941004140605747	0	0.000333767931799425	0	0	0	0	0	0	0	0	2.80990379017715e-05	0	2.80990379017715e-05	0	0.000397400285852036	0.000201588977754052	0	0.000281202350673859	0	8.57535803574696e-05	0.000108089829918394	0	0	0	0.000148448795662494	0.000144261489421986	0	0	0	0	8.57535803574696e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00085005414011301	0	0	0	0	0	0
hirschsprung disease, susceptibility to	0	0	0	0	0	0	0	0	0.000222357130983609	0.000528189282597646	0	0	0	0	0	0	0	0.000155950699859808	0.000155950699859808	0.000155950699859808	0.000155950699859808	0.000155950699859808	0.000122310615456823	0.000122310615456823	0	0	0	0.000159078248186391	0	0	0.00090653320564698	0	0	0	0	0	0	0	0	0	0	0	0	0.00568940542606211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000725505509573536	0	0	0	0	0	0	0	0.000187526806162506	0.000142568697153168	0	0.000560305360447855	0.000560305360447855	0.00129692990525946	0.00129692990525946	0.00129692990525946	0	0	0	9.07432420490821e-05	0	0	0	0	0	9.07432420490821e-05	0	0	0	0.00090653320564698	0	0.000155950699859808	0	0	0	0.000373839775676919	0.00556106707434099	0.00205711066578045	6.57491211039678e-05	0	0	0	0	0	0	0	0	0.000974202998852827	0	0.000974202998852827	0	0	0	0	0	0	0	0	0	0	0	0.00090653320564698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020609552475357	0	0	0	0	0	0
hiv infections	0	0	0	0.00142779325959477	0.000114347638958366	0	0	0	0.00435559827907817	0.000313525161777131	0.000862591677218256	0.000363741134576994	0.000528425842797365	7.40717797133695e-05	0	3.62296379195347e-05	0.000220253059251897	0.0127468854838442	0.0127468854838442	0.0127468854838442	0.0127468854838442	0.0127468854838442	0.0606079239102064	0.0606079239102064	0.00994256469193392	0.00994256469193392	0.00994256469193392	0.0389603490627682	0	0	0.00791534194582588	7.82920959245371e-05	0.0118820407767714	0.0118820407767714	0.0118820407767714	5.10924904983253e-05	0.000412782707069802	7.59080561052704e-05	0	0.000134430181606419	0.000262322305405194	0.000526033544000215	0	0	0.000320590998471799	0.000173835157144583	0.00015474691165316	0.00142779325959477	0	0.000111388916920023	0.000111388916920023	0.000111388916920023	0.000111388916920023	0	0.000138086001646408	0	0.000115881545716264	0	0	0	0.000253426417153304	0	0	0.000210811980812852	0.000519584634441375	0.000526033544000215	0.00508421545575578	0.000667506084689719	0	0.000681539477501383	0.000681539477501383	0.002564682094241	0	0.00150468315870939	0	0.00847463530087383	0.0112102062959817	0	0.000478927842302452	0.000478927842302452	0.00010997685103673	0.00010997685103673	0.00010997685103673	0.000965901296937787	0.000117493446566216	0	0.00973319131603487	0	0.000117493446566216	0.000117493446566216	0	0	0.00973319131603487	0	0	0	0.00791534194582588	0.00508421545575578	0.0127468854838442	0	2.80051944001357e-05	0	0.00953084686003403	0.00224465635308202	0.00010466312127085	0.00334076965598496	0	0.000123025213154637	0	0.000166661504355081	0.000227937867372251	0.000157276481354977	0	0	0.00112500218554275	0	0.00112500218554275	0	0.00208177768625029	0.000641156200560616	0.000270836396144122	0.000710233017405551	0.000347044681734923	0.000641741899827419	0.000222446543241013	0	0	0	0.00791534194582588	5.39794617948768e-05	0.000209274121728329	0.000310428037262735	6.24830669425629e-05	0.000111388916920023	0.000641741899827419	0	0	0	0	0.000234672949247248	0	8.80538042948068e-05	0	0	0	0	0	0	0.000656067818518279	0.00011920798783295	0.0595405337454916	0	0	0	0	0	0
hot flashes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138156448540181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138156448540181	0	0	0	0	0	0	9.38316254923662e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138156448540181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human t-cell lymphotropic virus 1 infection	0	0	0	0.00142779325959477	0.000114347638958366	0	0	0	0.00435559827907817	0.000313525161777131	0.000862591677218256	0.000363741134576994	0.000528425842797365	7.40717797133695e-05	0	3.62296379195347e-05	0.000220253059251897	0.0127468854838442	0.0127468854838442	0.0127468854838442	0.0127468854838442	0.0127468854838442	0.0606079239102064	0.0606079239102064	0.00994256469193392	0.00994256469193392	0.00994256469193392	0.0389603490627682	0	0	0.00791534194582588	7.82920959245371e-05	0.0118820407767714	0.0118820407767714	0.0118820407767714	5.10924904983253e-05	0.000412782707069802	7.59080561052704e-05	0	0.000134430181606419	0.000262322305405194	0.000526033544000215	0	0	0.000320590998471799	0.000173835157144583	0.00015474691165316	0.00142779325959477	0	0.000111388916920023	0.000111388916920023	0.000111388916920023	0.000111388916920023	0	0.000138086001646408	0	0.000115881545716264	0	0	0	0.000253426417153304	0	0	0.000210811980812852	0.000519584634441375	0.000526033544000215	0.00508421545575578	0.000667506084689719	0	0.000681539477501383	0.000681539477501383	0.002564682094241	0	0.00150468315870939	0	0.00847463530087383	0.0112102062959817	0	0.000478927842302452	0.000478927842302452	0.00010997685103673	0.00010997685103673	0.00010997685103673	0.000965901296937787	0.000117493446566216	0	0.00973319131603487	0	0.000117493446566216	0.000117493446566216	0	0	0.00973319131603487	0	0	0	0.00791534194582588	0.00508421545575578	0.0127468854838442	0	2.80051944001357e-05	0	0.00953084686003403	0.00224465635308202	0.00010466312127085	0.00334076965598496	0	0.000123025213154637	0	0.000166661504355081	0.000227937867372251	0.000157276481354977	0	0	0.00112500218554275	0	0.00112500218554275	0	0.00208177768625029	0.000641156200560616	0.000270836396144122	0.000710233017405551	0.000347044681734923	0.000641741899827419	0.000222446543241013	0	0	0	0.00791534194582588	5.39794617948768e-05	0.000209274121728329	0.000310428037262735	6.24830669425629e-05	0.000111388916920023	0.000641741899827419	0	0	0	0	0.000234672949247248	0	8.80538042948068e-05	0	0	0	0	0	0	0.000656067818518279	0.00011920798783295	0.0595405337454916	0	0	0	0	0	0
hypercholesterolemia	0	0	0	0.00140232218395685	0.00147347751776031	0	0	0	0.000170078802624887	0	0	0.000334796333710405	0.00302634086820478	0.000119310620558466	0	0.000466853163190084	0.000512447191467706	0.00474158553084286	0.00474158553084286	0.00474158553084286	0.00474158553084286	0.00474158553084286	0.00063149083548175	0.00063149083548175	0.00031984146660054	0.00031984146660054	0.00031984146660054	0.000334612855017011	0	0	0.0021584821623768	0.000126108466486508	0.000351818330829435	0.000351818330829435	0.000351818330829435	0.00263350032449994	0.00310280584489036	0	0.00137290684368543	0.000577420026945535	0.0010865157109881	0.00185993778292434	0	0	0	0	0.000166171697510077	0.00140232218395685	0	0.00185399579717223	0.00185399579717223	0.00185399579717223	0.00185399579717223	0	0	0	0	0	0	0	0	0	0	0.000226375986007718	0.000371963312150158	0.00185993778292434	0	0.000277466047120211	0	4.87904500265021e-05	4.87904500265021e-05	0	0	0.000124290167646312	0	0.000286874853179676	0.00677923814288787	0.000143060897187802	0.000342857688036286	0.000342857688036286	0	0	0	0.00036607506166338	0.000324431619682889	0	0.00347043107764012	0	0.000324431619682889	0.000324431619682889	0	0	0.00347043107764012	0	0	0	0.0021584821623768	0	0.00474158553084286	0	0.000180436713451214	0	0.000285946401356357	0.000445615867998086	0	0.00110639896419679	0	0.000176144030172014	0	0	0.000183574692752036	0.000168888022422997	0	0	0.00232015222938229	0	0.00232015222938229	0	0	0	0	0.000932150634837576	0	5.16840722627853e-05	0.000325731156476888	0	0	0	0.0021584821623768	8.69470547228706e-05	0.000816105084778499	0.000580668237722156	0	0.00185399579717223	5.16840722627853e-05	0.00272376457169812	0	0	0.00249145073876326	0.00037799787329696	0	0	0	0	0	0	0	0	0.000279143311564669	0	0.00118230343866346	0	0	0	0	0	0.00243012375384601
hyperkeratosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202797415769807	0.000202797415769807	0	0	0	0	0	0	0.00184248467555917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000518568556752005	0.000518568556752005	0.000518568556752005	0.000518568556752005	0	0	0	0	0	0	0	0	0	0	0.00196286071646865	0	0	0	0	0	0.00761493950363839	0.00761493950363839	0	0	0	0	0	0	0	0	0	0.000614393659568792	0.000614393659568792	0.000614393659568792	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00184248467555917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000146843606385902	0	0.000146843606385902	0	0	0	0	0	0	0	0	0	0	0	0.00184248467555917	0	0	0	0	0.000518568556752005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113905730001827	0	0	0	0	0	0
hyperlipidemias	0	0	0	0.00390601601438007	0.00138655792644487	0	0.000156498930407803	0	0.000106697301251551	0	0	0.000682601596169795	0.00324334914442883	0.000224545111344288	0	0.000439313763599867	0.000667686774977147	0.00551888984318751	0.00551888984318751	0.00551888984318751	0.00551888984318751	0.00551888984318751	0.000704283916199007	0.000704283916199007	0.000286642097561614	0.000286642097561614	0.000286642097561614	0.000343499165617209	3.97012744219941e-05	0	0.00338876560734707	0.000158225867438147	0.000375206739150789	0.000375206739150789	0.000375206739150789	0.00258140797394951	0.00312832833498314	0.000306815595647779	0.000861279905727568	0.000633918076929565	0.0010602902842483	0.00404495548388762	0	0	0	0	0.000104246216430735	0.00390601601438007	0	0.00363933497174999	0.00363933497174999	0.00363933497174999	0.00363933497174999	0	0	0	0	0	0	0	0	0	0	0.000142014797860813	0.000350021410297748	0.00404495548388762	5.93932935736469e-05	0.000609229797359568	0	9.18246588816477e-05	9.18246588816477e-05	0	0	0.000311888965709918	0	0.000449920450973465	0.00909867588474946	8.9747878095248e-05	0.000349518769394727	0.000349518769394727	4.44519525193832e-05	4.44519525193832e-05	4.44519525193832e-05	0.000229653669547074	0.000339215094479668	0	0.00412568326170448	0	0.000339215094479668	0.000339215094479668	0	0	0.00412568326170448	0	0	0	0.00338876560734707	5.93932935736469e-05	0.00551888984318751	0	0.000113195237000845	0	0.000358771450133101	0.000578166079174991	7.05069605316066e-05	0.00146705122248449	0	0.000331506790279618	0	0.000112272555672144	0.000115163818138609	0.00095355249068808	0	0	0.00441969692484083	0	0.00441969692484083	0	0.000300514809619223	0	0.000273675926079627	0.00191381150183236	0	0.000129694022841678	0.000367819755477166	0	0	0	0.00338876560734707	5.45453986477193e-05	0.000756833609185425	0.000748790860620926	0	0.00363933497174999	0.000129694022841678	0.00284787918462461	0.00141619762887362	0	0.00182348560537027	0.000474266661537631	0	0	0	0	0	0	0	0	0.000350235744216286	0	0.00134331323204203	0	0	0	0	0	0.0027025489060467
hyperparathyroidism, primary	0	0	0	0.000210445776521805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209794248499175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000210445776521805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000233152027611707	0	8.96899233949408e-05	0.000204562362915251	0	0	0	0	0	0	0	0	0	6.51007282201929e-05	0	0	0	0	0	6.51007282201929e-05	0	0	0	0.000209794248499175	0	0	0	0	0	0	3.79962196261422e-05	0	0	0	0.000495634593194484	0	0	0	0	0	0	6.35372380230514e-05	0	6.35372380230514e-05	0	0	0.000455830797736148	0	0	0	0	0	0	0	0	0.000209794248499175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hyperparathyroidism, secondary	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000275263999517318	0	0	0	0	0	8.1661422948734e-05	8.1661422948734e-05	0	0	0	5.3104777776539e-05	0.000552401522330739	0	0.000175718433897555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170352487309987	0.000170352487309987	0	0	0.000325470545904326	0	0.000166937876706405	0.00215756868720786	0	0.000299273013051773	0.000299273013051773	0	0	0	0	9.43964330194529e-05	0	0.000242341099863906	0	9.43964330194529e-05	9.43964330194529e-05	0	0	0.000242341099863906	0	0	0	0.000175718433897555	0	0	0	0	0	0	7.07215257540983e-05	0	0.000263386792728912	0	0.00645759617521961	0	0	0	0	0	0	0.000177390690155656	0	0.000177390690155656	0	0.000209067392336184	0	0	0	0	0	0	0	0	0	0.000175718433897555	0	6.19443795388278e-05	0.000225267851356944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96166059065691e-05	0	0.000183467899897141	0	0	0	0	0	0
