acinar cell	adipocyte - breast	adipocyte - omental	adipocyte - perirenal	adipocyte - subcutaneous	alveolar epithelial cell	amniotic epithelial cell	amniotic membrane cell	astrocyte	astrocyte - cerebellum	astrocyte - cerebral cortex	basophil	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14-cd16+ monocyte	cd14+ monocyte	cd14+ monocyte derived endothelial progenitor cell	cd14+cd16- monocyte	cd14+cd16+ monocyte	cd4+ t cell	cd4+cd25-cd45ra- memory conventional t cell	cd4+cd25-cd45ra+ naive conventional t cell	cd4+cd25+cd45ra- memory regulatory t cell	cd4+cd25+cd45ra+ naive regulatory t cell	cd8+ t cell	chondrocyte	chorionic membrane cell	ciliated epithelial cell	corneal epithelial cell	dendritic cell	dendritic cell - monocyte immature derived	dendritic cell - plasmacytoid	endothelial cell - aortic	endothelial cell - artery	endothelial cell - microvascular	endothelial cell - thoracic	endothelial cell - umbilical vein	endothelial cell - vein	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of esophagus	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast - dermal	fibroblast - skin dystrophia myotonica	fibroblast - skin normal	fibroblast - skin spinal muscular atrophy	fibroblast - skin walker warburg	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of pulmonary artery	fibroblast of the conjuctiva	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hair follicle dermal papilla cell	hair follicle outer root sheath cell	hepatic stellate cell	hepatocyte	immature langerhans cell	intestinal epithelial cell	iris pigment epithelial cell	keratinocyte	keratinocyte - epidermal	keratinocyte - oral	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	mast cell - stimulated	melanocyte	melanocyte - dark	melanocyte - light	meningeal cell	mesenchymal precursor cell	mesenchymal precursor cell - adipose	mesenchymal precursor cell - bone marrow	mesenchymal precursor cell - cardiac	mesenchymal somatic cell	mesenchymal stem cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesenchymal stem cell - wharton's jelly	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	nasal epithelial cell	natural killer cell	neuron	neuronal stem cell	neutrophil	olfactory epithelial cell	osteoblast	pancreatic stromal cell	pericyte cell	placental epithelial cell	preadipocyte	preadipocyte - breast	preadipocyte - omental	preadipocyte - perirenal	preadipocyte - subcutaneous	preadipocyte - visceral	prostate stromal cell	renal cortical epithelial cell	renal epithelial cell	renal glomerular endothelial cell	renal mesangial cell	renal proximal tubular epithelial cell	respiratory epithelial cell	reticulocyte	retinal pigment epithelial cell	salivary acinar cell	sebocyte	sensory epithelial cell	sertoli cell	skeletal muscle cell	skeletal muscle cell differentiated into myotubes	skeletal muscle satellite cell	skin fibroblast	small airway epithelial cell	smooth muscle cell - aortic	smooth muscle cell - brachiocephalic	smooth muscle cell - brain vascular	smooth muscle cell - carotid	smooth muscle cell - coronary artery	smooth muscle cell - internal thoracic artery	smooth muscle cell - pulmonary artery	smooth muscle cell - subclavian artery	smooth muscle cell - umbilical artery	smooth muscle cell - umbilical vein	smooth muscle cell of prostate	smooth muscle cell of the esophagus	smooth muscle cell of trachea	stromal cell	synoviocyte	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	uterine smooth muscle cell	vascular associated smooth muscle cell
coronary disease	0	0	0	0.00064166707281086	0.000127694308575644	0	0	0	2.94786921996203e-05	0	0	0.000116056297653712	0.00430557193805506	4.13587231954566e-05	0	0.000849625674222033	0.00334780279603472	0.00365946624094739	0.00365946624094739	0.00365946624094739	0.00365946624094739	0.00365946624094739	0.000891833931035464	0.000891833931035464	0.000459327814151505	0.000459327814151505	0.000459327814151505	0.000442881199973882	0	0	0.00205473133017878	4.37151791986796e-05	0.000451240639764404	0.000451240639764404	0.000451240639764404	0.000684672142636906	0.00361087489288007	0.000169536106350441	0	0.000500402959731713	0.00343158982912785	0.000143276156090477	0	0	0	0	0	0.00064166707281086	0	0.000228048780959063	0.000228048780959063	0.000228048780959063	0.000228048780959063	0	0	0.000358010416816189	0	0	0	0.000586907824832974	0	0	0	0	0	0.000143276156090477	0	0	0	3.38261708435088e-05	3.38261708435088e-05	0	0	4.30848705298764e-05	0	0.000455787008864798	0.00333915013609965	0	0.00101023133785324	0.00101023133785324	2.45626723566634e-05	2.45626723566634e-05	2.45626723566634e-05	0	0.000562316979473885	7.38701879711554e-05	0.00277896720796436	0.000451467557563826	0.000562316979473885	0.000562316979473885	7.38701879711554e-05	0	0.00277896720796436	0	0	0	0.00205473133017878	0	0.00365946624094739	0	0.000406561530997598	0	0.00043366134365043	0.000958426109470865	0	0.00255396371499215	0	3.05299400519275e-05	0	0.00024815233917274	0	0.000117089206941103	0	0	0.000675121241149867	0	0.000675121241149867	0	0	0	0	2.93752406360205e-05	0	1.79161522111356e-05	9.03311016156317e-05	0	0	0	0.00205473133017878	0	0.00292740778348906	0.002885116073202	6.97760977279235e-05	0.000228048780959063	1.79161522111356e-05	0.00107007753684385	0	0	0.00143942510422659	0.00235857602672503	0.00135540556262726	9.83314544953077e-05	0	0.000366638411544099	0.000313715428305961	0	0	0	0.000539115491901057	0	0.00154374000903229	0	0	0	0	0	0.0035993293001166
coronary stenosis	0	0	0	7.16469470882599e-05	0	0	0	0	0	0	0	0	0.00402658158983671	0	0	0	0.00105734070941769	0.00140934747788503	0.00140934747788503	0.00140934747788503	0.00140934747788503	0.00140934747788503	2.98739866089002e-05	2.98739866089002e-05	0	0	0	3.88543663061296e-05	0	0	0.00167134809488548	0	0.000314562101623189	0.000314562101623189	0.000314562101623189	0.000210234161687492	0.00382164399210888	0	0	0.000921916843351929	0.00400919096553664	5.27929337673579e-05	0	0	0	0	0	7.16469470882599e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.27929337673579e-05	0	0	0	0	0	0	0	0	0	3.05352252824213e-05	0.000975014877845634	0	0.000164223405522702	0.000164223405522702	0	0	0	0	0.000345328023211331	0	0.0011081877021457	0	0.000345328023211331	0.000345328023211331	0	0	0.0011081877021457	0	0	0	0.00167134809488548	0	0.00140934747788503	0	0.000115235106180638	0	9.13092000292404e-05	0.00011642342573425	0	0.000449652501297467	0	0	0	0.000228591594785117	0	0	0	0	0.000216314587349301	0	0.000216314587349301	0	0	0	0	0	0	0	0	0	0	0	0.00167134809488548	0	0.000135965710467816	0.000947705270325686	0	0	0	0.00162355214404775	0	0	0.00477346186816089	0.00096562665617844	0.00166475329992575	0	0	0.00135095174977991	0.00115594654967546	0	0	0	0.000305611949071554	0	0.000318808533909857	0	0	0	0	0	0.00719557956509819
coronary vasospasm	0	0	0	0	0	0	0	0	0	0	0	0	0.000953620599931278	0	0	0	0.000298108794303948	0.000225525413478862	0.000225525413478862	0.000225525413478862	0.000225525413478862	0.000225525413478862	5.89591286403348e-05	5.89591286403348e-05	0	0	0	0	0	0	0.000225542770234456	0	0	0	0	0	0.000558694419646471	0	0	0	0.000608655099721493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122993622335187	0.000122993622335187	0	0	0	0	0	0.00018326512105579	0	0.00118840469475991	0.00118840469475991	0	0	0	0	0	0	0.000131226773601712	0	0	0	0	0	0.000131226773601712	0	0	0	0.000225542770234456	0	0.000225525413478862	0	0	0	0	0.000306363473768585	0	0.000443715798874117	0	0	0	0	0	0	0	0	8.53834458003586e-05	0	8.53834458003586e-05	0	0	0	0	0	0	0	0	0	0	0	0.000225542770234456	0	0.000268341146399195	0.000243963350388051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165578603715344	0	0	0	0	0	0
creutzfeldt-jakob syndrome	0	0	0	0	0	0	0	0	0.0066844838116107	0.00436655658704235	0.00457995202554106	0	0	0	0	0	0	0.000293011158448943	0.000293011158448943	0.000293011158448943	0.000293011158448943	0.000293011158448943	9.19223194453727e-05	9.19223194453727e-05	0	0	0	5.97774833034087e-05	0.000124362342374745	0	0.000307685394453316	0.000247817479229114	0.000138272606624827	0.000138272606624827	0.000138272606624827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235052425826723	0.000235052425826723	0.000235052425826723	0.000235052425826723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000272626169696362	0	0	0	0	0	0	0	0.000375827808922016	0.00053573621854803	0	0	0	0	0	0	0	0.000212515010324159	0	0.000272791670681736	0	0.000212515010324159	0.000212515010324159	0	0	0.000272791670681736	0	0	0	0.000307685394453316	0	0.000293011158448943	0	0	0	0	0.00579146785642911	0	4.94136317669415e-05	0	0	0	0	0	0	0	0	0.000232960153620151	0	0.000232960153620151	0	0	0	0	0	0	0.000101565080135434	0	0	0	0	0.000307685394453316	0	0	0	0	0.000235052425826723	0.000101565080135434	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235092152050681	0	0.000129075595713843	0	0	0.000325275861863868	0	0	0
crohn disease	0	0	0	0.000667839201794874	0	0	0	0	0	0	0	0.000640618223116787	0.000268091278953274	0	0	0	0	0.00507215523996619	0.00507215523996619	0.00507215523996619	0.00507215523996619	0.00507215523996619	0.0074190482716537	0.0074190482716537	0.00380801701989581	0.00380801701989581	0.00380801701989581	0.00150042401566834	0	0	0.0042514272811888	0.000107245806992551	0.00323130755644394	0.00323130755644394	0.00323130755644394	0	0	0	0	0.000122763123065293	0.000102666694157526	0	0	0.00277564136326747	0	0	0	0.000667839201794874	0.000179109111766049	5.08607931364633e-05	5.08607931364633e-05	5.08607931364633e-05	5.08607931364633e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000241541353599768	0.0142758277331621	0	8.29852480552012e-05	8.29852480552012e-05	0.000246536415523638	0.00046869408845055	0	0	0.00388311881068758	0.0043587026609846	0	0.00251483255034666	0.00251483255034666	0	0	0	0	0.000735746125774235	0.000362449294129728	0.00464836324829979	0	0.000735746125774235	0.000735746125774235	0.000362449294129728	0	0.00464836324829979	0	0	0	0.0042514272811888	0.000241541353599768	0.00507215523996619	0	0	0	0.00200620200809605	0.000361737337841745	0	0.00483285316265218	0	0.000262145287154793	0	0	0	0.000143626615728201	0	0	0.00116658666908252	0	0.00116658666908252	0	0	0	0	0.0003603292317861	0	0.000791161794861581	0.000221607964713253	0	0	0	0.0042514272811888	0	0.000181052937335789	0.00016460495076043	0	5.08607931364633e-05	0.000791161794861581	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000847823152033765	0.000326586143955719	0.00917203445098875	0	0	0	0	0	0
cryptococcosis	0	0	0	0	0	0	0	0	7.34628788688914e-05	0	0	0	0.000544658586651457	0.000206137426430266	0	0	0	0.00123656073337242	0.00123656073337242	0.00123656073337242	0.00123656073337242	0.00123656073337242	0.00626343725802843	0.00626343725802843	0.00149991992469506	0.00149991992469506	0.00149991992469506	0.00120880296748944	0	0	0.000811555434926108	0	0.00133726934691278	0.00133726934691278	0.00133726934691278	0	0	0	0	0.000249407550155017	0.000208579319530052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000163573109356855	0	0	0	0	0	0	0.000107370388190387	0	0.00107389625451034	0.00653150311750224	0	7.40460081349145e-05	7.40460081349145e-05	0	0	0	0	0	0	0.0010792788686201	0	0	0	0	0	0.0010792788686201	0	0	0	0.000811555434926108	0.000163573109356855	0.00123656073337242	0	0	0	0.00179089610265208	0.000104987348198929	0	0.00195501161947337	0	0	0	0	0	0	0	0	5.85199106433807e-05	0	5.85199106433807e-05	0	0.000206909479418946	0	0	0	0	0.000625075547815624	0	0	0	0	0.000811555434926108	0	0	0	0	0	0.000625075547815624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00558340711305398	0	0	0	0	0	0
cystitis, interstitial	0	0	0	0	0	0	0	0	0.000163309371997538	0	0	0	0	0	0	0	0	0.000114537414401876	0.000114537414401876	0.000114537414401876	0.000114537414401876	0.000114537414401876	0.000359322315601537	0.000359322315601537	0	0	0	0	0	0	0.000859096720227685	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00099167317096214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000550913475302225	0.00013961206938045	0	0.0106993691614811	0.0106993691614811	0	0	0	0	0	0	6.66460383190886e-05	0	0	0	0	0	6.66460383190886e-05	0	0	0	0.000859096720227685	0	0.000114537414401876	0	0	0	0	0.0015170276210145	0	0.000193156794736133	0	0	0	0	0	0	0	0	0.000195136305648569	0	0.000195136305648569	0	0	0	0	0	0	0	0	0	0	0	0.000859096720227685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000353187556118792	0	0	0	0.00674425986355107	0	0
cytomegalovirus infections	0	0	0	0.000113566679506208	0	0	0	0	0.000817818510031132	0.000204489895766285	9.07429778179787e-05	0.000423646714862131	0.000829722933570142	0.000120779225716319	0	0.000118149925189773	3.99042269254597e-05	0.00392448753057108	0.00392448753057108	0.00392448753057108	0.00392448753057108	0.00392448753057108	0.0126905724944079	0.0126905724944079	0.00323778423975718	0.00323778423975718	0.00323778423975718	0.0198927850947646	6.40640424892713e-05	0	0.00303416424039957	0	0.00316972515928808	0.00316972515928808	0.00316972515928808	0.000166619769801273	0.000448714080152157	0	0	0.000438395656487697	0.00036662991019438	0.000209203547150595	0	0	0	0.000283450401265406	0	0.000113566679506208	0.000426407402456644	0.00151356193400506	0.00151356193400506	0.00151356193400506	0.00151356193400506	0	0.000450317797834827	0	0.000377905956103126	0.000569339096804956	0	0	0	0	0	0	0	0.000209203547150595	0.00019168021875751	0.000702203504115644	0	0.000197564064254078	0.000197564064254078	0.00029346623272779	0	0.000503280265988284	0	0.00297666172084267	0.00296217744656369	0	0.000130154232806597	0.000130154232806597	0	0	0	0.000185290556258948	0.000164212538832572	0	0.00495353998546921	0	0.000164212538832572	0.000164212538832572	0	0	0.00495353998546921	0	0	0	0.00303416424039957	0.00019168021875751	0.00392448753057108	0	0	0	0.0117595619913411	0.000717660671939817	0.000113773700745079	0.00338550813400692	0	0	0	0.000181168838574478	0.000929171650768383	0	0	0	0.00701184582083804	0	0.00701184582083804	0	0.000242463167900671	0.000368982388037114	0	0.000428920254922043	0.00018862688827472	0.000575522817717404	6.59481221148808e-05	0.000777507899790092	0	0	0.00303416424039957	8.80172938384534e-05	7.18391822311272e-05	0.000130625718950838	0	0.00151356193400506	0.000575522817717404	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000686264042674733	0	0.0208917954421957	0	0	0.000167562674015805	0	0	0.000223639669606267
deafness	0	0	0	0	0	0	0	0	8.20476852459084e-05	0.000194896866213067	8.64860434364884e-05	8.075452021596e-05	0	0	0	0.000112607276151742	0.000152128959668812	5.75443381526628e-05	5.75443381526628e-05	5.75443381526628e-05	5.75443381526628e-05	5.75443381526628e-05	0	0	0	0	0	0	0	0	0.00133800882918157	0	3.39441238133582e-05	3.39441238133582e-05	3.39441238133582e-05	0	0	0	0	0	0	7.97557563174836e-05	0	0	0	0	0	0	0	0.000288511543958263	0.000288511543958263	0.000288511543958263	0.000288511543958263	0	0	0	0	0	0	0	0	0	0	0.000218411999150276	0	7.97557563174836e-05	0	6.69261734831094e-05	0.000365841248219312	0.000376591878587922	0.000376591878587922	0	0	5.99587979032113e-05	0	4.61304158139068e-05	0.000245497024740896	0	4.13494792384326e-05	4.13494792384326e-05	0.00150402971498053	0.00150402971498053	0.00150402971498053	0	5.216966685392e-05	0	0.000200900405457702	0	5.216966685392e-05	5.216966685392e-05	0	0	0.000200900405457702	0	0	0	0.00133800882918157	0	5.75443381526628e-05	0	0	0	0	0.00679108106202535	0.000216872698277693	0.000242608058921714	0	8.49736105996339e-05	0	0	0	0	0	0	0.000882339683942334	0	0.000882339683942334	0	0	0	0	0.000163519499535876	0	0.000199463233644533	0.000125708727902301	0.00185258362714145	0	0	0.00133800882918157	0	0.000205407188003436	0.000155622256878185	0	0.000288511543958263	0.000199463233644533	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84747073747787e-05	0	7.60473058398013e-05	0	0	0	0.000423544974587859	0	0
deafness, autosomal dominant	0	0	0	0	0	0	0	0	8.20476852459084e-05	0.000194896866213067	8.64860434364884e-05	8.075452021596e-05	0	0	0	0.000112607276151742	0.000152128959668812	5.75443381526628e-05	5.75443381526628e-05	5.75443381526628e-05	5.75443381526628e-05	5.75443381526628e-05	0	0	0	0	0	0	0	0	0.00133800882918157	0	3.39441238133582e-05	3.39441238133582e-05	3.39441238133582e-05	0	0	0	0	0	0	7.97557563174836e-05	0	0	0	0	0	0	0	0.000288511543958263	0.000288511543958263	0.000288511543958263	0.000288511543958263	0	0	0	0	0	0	0	0	0	0	0.000218411999150276	0	7.97557563174836e-05	0	6.69261734831094e-05	0.000365841248219312	0.000376591878587922	0.000376591878587922	0	0	5.99587979032113e-05	0	4.61304158139068e-05	0.000245497024740896	0	4.13494792384326e-05	4.13494792384326e-05	0.00150402971498053	0.00150402971498053	0.00150402971498053	0	5.216966685392e-05	0	0.000200900405457702	0	5.216966685392e-05	5.216966685392e-05	0	0	0.000200900405457702	0	0	0	0.00133800882918157	0	5.75443381526628e-05	0	0	0	0	0.00679108106202535	0.000216872698277693	0.000242608058921714	0	8.49736105996339e-05	0	0	0	0	0	0	0.000882339683942334	0	0.000882339683942334	0	0	0	0	0.000163519499535876	0	0.000199463233644533	0.000125708727902301	0.00185258362714145	0	0	0.00133800882918157	0	0.000205407188003436	0.000155622256878185	0	0.000288511543958263	0.000199463233644533	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84747073747787e-05	0	7.60473058398013e-05	0	0	0	0.000423544974587859	0	0
deafness, autosomal recessive	0	0	0	0	0	0	0	0	8.20476852459084e-05	0.000194896866213067	8.64860434364884e-05	8.075452021596e-05	0	0	0	0.000112607276151742	0.000152128959668812	5.75443381526628e-05	5.75443381526628e-05	5.75443381526628e-05	5.75443381526628e-05	5.75443381526628e-05	0	0	0	0	0	0	0	0	0.00133800882918157	0	3.39441238133582e-05	3.39441238133582e-05	3.39441238133582e-05	0	0	0	0	0	0	7.97557563174836e-05	0	0	0	0	0	0	0	0.000288511543958263	0.000288511543958263	0.000288511543958263	0.000288511543958263	0	0	0	0	0	0	0	0	0	0	0.000218411999150276	0	7.97557563174836e-05	0	6.69261734831094e-05	0.000365841248219312	0.000376591878587922	0.000376591878587922	0	0	5.99587979032113e-05	0	4.61304158139068e-05	0.000245497024740896	0	4.13494792384326e-05	4.13494792384326e-05	0.00150402971498053	0.00150402971498053	0.00150402971498053	0	5.216966685392e-05	0	0.000200900405457702	0	5.216966685392e-05	5.216966685392e-05	0	0	0.000200900405457702	0	0	0	0.00133800882918157	0	5.75443381526628e-05	0	0	0	0	0.00679108106202535	0.000216872698277693	0.000242608058921714	0	8.49736105996339e-05	0	0	0	0	0	0	0.000882339683942334	0	0.000882339683942334	0	0	0	0	0.000163519499535876	0	0.000199463233644533	0.000125708727902301	0.00185258362714145	0	0	0.00133800882918157	0	0.000205407188003436	0.000155622256878185	0	0.000288511543958263	0.000199463233644533	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84747073747787e-05	0	7.60473058398013e-05	0	0	0	0.000423544974587859	0	0
deep vein thrombosis	0	0	0	0	0	0	0	0	2.97738018644663e-05	0	0	5.86090656272338e-05	0.000529787792444637	0	0	0	2.76025916480835e-05	0.000751749349515356	0.000751749349515356	0.000751749349515356	0.000751749349515356	0.000751749349515356	4.91324746063686e-05	4.91324746063686e-05	3.19949049083954e-05	3.19949049083954e-05	3.19949049083954e-05	0	0	0	0.000532530103691267	0	2.46355668378161e-05	2.46355668378161e-05	2.46355668378161e-05	0	0.000232788713291983	0	0	0.00010108249358251	0.000591746416670845	0.000289420972575924	0	0	0	0	0	0	0	8.37570056454745e-05	8.37570056454745e-05	8.37570056454745e-05	8.37570056454745e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000289420972575924	0	0	0	0	0	0	0	8.70323818862796e-05	0	0.000150659957148941	0.000318167754304106	0	0.000300101385762215	0.000300101385762215	0	0	0	0	3.78630870472069e-05	0	0.000959896957166261	0	3.78630870472069e-05	3.78630870472069e-05	0	0	0.000959896957166261	0	0	0	0.000532530103691267	0	0.000751749349515356	0	0	0	2.50287259977321e-05	0.000439687132249974	0	0.000845170669372587	0	0	0	0.000125318289710765	0.000128545508199141	0	0	0	0.000166022918787638	0	0.000166022918787638	0	8.38584321626454e-05	8.50776218214366e-05	0	0	0	0	9.12354016077223e-05	0.000268909269952205	0	0	0.000532530103691267	0	0	2.2589138148651e-05	0	8.37570056454745e-05	0	0	0	0	0.000290767022917884	0	0	0	0	0	0	0	0	0	2.79237204739328e-05	0	6.43915054491453e-05	0	0	0	0	0	7.73481276555642e-05
delirium	0	0	0	0	0	0	0	0	8.31447284569187e-05	0	0	0	0	0	0	0	0	5.83137520040499e-05	5.83137520040499e-05	5.83137520040499e-05	5.83137520040499e-05	5.83137520040499e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55399309175012e-05	0	0	0	0	0	0	0	0	0	3.393110077512e-05	0	0	0	0	0	3.393110077512e-05	0	0	0	0	0	5.83137520040499e-05	0	0	0	0.000139787766182971	0.000455491553266395	0	4.91703845636815e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dementia	0	0	0	0.000217397543600741	0	0	0.000214853509406545	0.000265126729722558	0.0226864129061594	0.00295761718845689	0.0147457742492868	0.000144173360341261	0.0010860277542261	0	0	5.02602496995099e-05	0.000135800096774881	0.00333890559663577	0.00333890559663577	0.00333890559663577	0.00333890559663577	0.00333890559663577	0.00119854564152991	0.00119854564152991	0.000255790498304275	0.000255790498304275	0.000255790498304275	0.000497780478029302	2.7252448675689e-05	0	0.00420445517015559	5.43060946317588e-05	0.000469660985566659	0.000469660985566659	0.000469660985566659	0.000141758045494077	0.000715800761487239	0.000526524424909888	0	0.000124327206171093	0.000207949471025406	0.000355975596291693	0	0	0	0	7.15585256210192e-05	0.000217397543600741	0	0.00280722922751148	0.00280722922751148	0.00280722922751148	0.00280722922751148	0	0	0	0	0	0.000161030921515725	0	0	0	0	0	0	0.000355975596291693	0.000122309374826964	0.00017922782464755	0	0.000105053168517785	0.000105053168517785	6.24193629897867e-05	0	0.000214092322079578	0	0.00067945312056053	0.00343590309074387	0	0.000166100424434478	0.000166100424434478	0.000183080957305119	0.000183080957305119	0.000183080957305119	0.00646335973539859	0.000768405016887213	9.1766784260341e-05	0.0023313761516191	0.000112169001036467	0.000768405016887213	0.000768405016887213	9.1766784260341e-05	0.000265126729722558	0.0023313761516191	0	0.000132426631080837	0	0.00420445517015559	0.000122309374826964	0.00333890559663577	0.000132426631080837	0.000349656615366747	0	0.00067725411468165	0.0545812091209744	0.00367829594104285	0.000378993233210848	0	7.58529116866563e-05	0	0.00215790699314574	7.90527782498623e-05	7.27282567412327e-05	0	0	0.00488624280226427	0	0.00488624280226427	0	0	0	0	7.29840127412126e-05	0	0.000111283571890781	0.000112215698127064	0	0	0	0.00420445517015559	0.000112326042333678	0.000275039506644717	0.000319512408800397	0	0.00280722922751148	0.000111283571890781	0	0	0.00348230462174361	0	0	0	0	0	0	0	0	0	0	0.000721244981372061	0	0.00194037151640064	0	0	7.1280128386242e-05	0	0	0.000618377087619594
dementia, vascular	0	0	0	0	0	0	0	0	0.00171801273824032	0.00081619681967534	0.00162985355982571	0	0.00127374587583092	0	0	0	0	0.000180739844756583	0.000180739844756583	0.000180739844756583	0.000180739844756583	0.000180739844756583	0	0	0	0	0	0.000122909688370337	0	0	0.000497072825566092	0	0	0	0	0.000332521383751563	0.00156711473844423	0.000494026648688091	0	0	0.000487786394167396	8.35010792143345e-05	0	0	0	0	0	0	0	0.000241648015377446	0.000241648015377446	0.000241648015377446	0.000241648015377446	0	0	0	0	0	0	0	0	0	0	0	0	8.35010792143345e-05	0	0	0	0	0	0	0	0	0	4.82966958489342e-05	0.000293743476781382	0	0	0	0	0	0	0.00110934744844759	0	0	0.000175278891506565	0	0	0	0	0	0.000175278891506565	0	0	0	0.000497072825566092	0	0.000180739844756583	0	0.000182264084278097	0	0.000505474060673185	0.00552430846378763	0.00045411404002553	5.08001821596848e-05	0	8.89639634481484e-05	0	0.00253089768861823	0	0	0	0	0.000342138619783206	0	0.000342138619783206	0	0	0	0	0.000342396720043149	0	0	0	0	0	0	0.000497072825566092	0	7.16843634808954e-05	6.5172105433349e-05	0	0.000241648015377446	0	0	0	0.00544562037581154	0	0	0	0	0	0	0	0	0	0	8.05629521074574e-05	0	0.000106157973662965	0	0	0	0	0	0.0017852616766405
dengue hemorrhagic fever	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194266489557132	0.00194266489557132	0.00194266489557132	0.00194266489557132	0.00194266489557132	0.00097946560444863	0.00097946560444863	0	0	0	0.00141544607493857	0	0	0.00192546784862141	0	0.00114593476717372	0.00114593476717372	0.00114593476717372	0	0	0	0	0	0	0.000576966436385119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000576966436385119	0	0	0	0	0	0	0	0	0	0.000667430235760399	0.000507418971720411	0	0.000199419350478063	0.000199419350478063	0	0	0	0	0	0	0.00129186402037899	0	0	0	0	0	0.00129186402037899	0	0	0	0.00192546784862141	0	0.00194266489557132	0	0	0	0.000332635070583509	4.71249999687079e-05	0	0.000117004476046567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192546784862141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00213942900669371	0	0	0	0	0	0
dental caries	0	0	0	4.33488769113431e-05	0	0	0	0	0	0	0	6.46830897101276e-05	9.74488358848235e-05	0	0	0	0	9.21842041060873e-05	9.21842041060873e-05	9.21842041060873e-05	9.21842041060873e-05	9.21842041060873e-05	0.000198822727706953	0.000198822727706953	0.00010593221111659	0.00010593221111659	0.00010593221111659	7.052469969437e-05	4.89070263282404e-05	0	0.000328431501736823	0	0.000299075752028171	0.000299075752028171	0.000299075752028171	0	0	0	0	0	0	0	0	0	0	0.000216388409141666	0	4.33488769113431e-05	0	0	0	0	0	0	0.000343776376560555	0	0.000384662093879567	0	0	0	0.000315462879563914	0	0	0	0	0	7.31651417949964e-05	5.36068033317096e-05	0	7.54110302484151e-05	7.54110302484151e-05	0.000336051868086637	0	0	0	0.000277122984862961	0.00035114146888838	0	9.93608308696755e-05	9.93608308696755e-05	0	0	0	0.000141452361749546	0.000167148302397698	0	8.04590189767065e-05	0	0.000167148302397698	0.000167148302397698	0	0	8.04590189767065e-05	0	0	0	0.000328431501736823	7.31651417949964e-05	9.21842041060873e-05	0	0	0	8.28678282983532e-05	0.00019566720165317	0	0.000388650413566119	0	6.80625141813832e-05	0	0	0	0	0	0	0.00036645782473925	0	0.00036645782473925	0	0	0	0	0	0	3.99417215321144e-05	0	0	0	0	0.000328431501736823	0	0	0	0	0	3.99417215321144e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123270521181395	0	0.000345171885428454	0	0	0	0	0	0
