acinar cell	alveolar epithelial cell	amniotic epithelial cell	astrocyte	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14+ monocyte derived endothelial progenitor cell	chondrocyte	ciliated epithelial cell	corneal epithelial cell	dendritic cell - monocyte immature derived	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hepatic stellate cell	immature langerhans cell	keratinocyte - epidermal	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	melanocyte - light	mesenchymal precursor cell	mesenchymal somatic cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	natural killer cell	neuron	neuronal stem cell	neutrophil	osteoblast	pericyte cell	placental epithelial cell	preadipocyte	reticulocyte	retinal pigment epithelial cell	sensory epithelial cell	skeletal muscle cell	skin fibroblast	small airway epithelial cell	smooth muscle cell of prostate	smooth muscle cell of trachea	stromal cell	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	vascular associated smooth muscle cell
celiac disease	0	0	0	0.000148083668577418	0.000146386933329024	0	0	0	0.00292874426242638	0.000657772598155792	0	0.00297318784875555	0	0.00114359489236175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00283078651557978	0.00080177288870929	0	0.00164185030135705	0	6.27722413946301e-05	6.27722413946301e-05	0	0	0.000825910517603798	0	0	0.00297318784875555	0	0.000657772598155792	0	0	0.00145230691269257	0.000329201430721707	0	0.000729784784784962	0.000102243014349108	0	0	0	0.000453770500512724	0	0.00297318784875555	0.00811484419433691	6.94292962736245e-05	0.000420001147444702	0	0	4.62940203486442e-05	0.00884525074284162	0	0	0	0	0
cerebral infarction	0	0	0.00023161925986506	0.0115670965212962	0.0016976225834815	0	0	0	0.00010979778032768	0.000996771257229564	0	0.00127721146176602	0	0.000163325880796066	3.83753583410603e-05	0	0	0	0	0.00010416080609087	0	0	0	0	0	0	0	0	0	0	0	5.76996686251861e-05	0	0.000244157719883849	0.00202497583646188	0	0.000198957561968883	0	0.00210856870035824	0.00210856870035824	0	0	0.00165942333788053	0	0.000571041326941109	0.00127721146176602	0	0.000996771257229564	0.000571041326941109	8.37647802003075e-05	0.000331864799027726	0.0141047622696813	0.00354792316482791	0.00228797724324225	0	0.00132931189651858	0	0	0	0	0.00127721146176602	0.000164723208485067	0.000111056399147996	0	0	0	0.00303605461376771	0.000768410929714068	0	0	0	0	0.000102558639388639
cerebral palsy	0	0	0	0.000502721882576222	0	0	0	0	0.000512667800723661	7.05170363332144e-05	7.48236335276939e-05	1.32229618920594e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.34758078026651e-05	0	2.82649893321002e-05	8.59547024041708e-05	0	0.000152013707521343	0	0.000127861416470539	0.000127861416470539	0	0	0.000246191052774541	0	0	1.32229618920594e-05	0	7.05170363332144e-05	0	0	4.22602672958637e-05	0.00250260235112217	0.00079729233674865	2.97301209031657e-05	5.20649587638148e-05	0	0	0	0	0	1.32229618920594e-05	0.000922950734743347	0	0	0	0	0.000141445140823026	0.000124255042311235	0	0	0	0	0
colitis, ulcerative	0	0	0	3.8076734445552e-05	0.000225842718790584	0	0	0	7.06000904404103e-05	0.00472682177775888	0	0.00378575453799024	0	0.00170130320595735	7.40261896408936e-05	0.000332345079014132	0.00146139216630668	0	0	0	0	0	0	0	0	0	0	0	8.47820006962953e-05	0	0	0	0	0.0037250317572367	0.0033365329355105	0	0.00295518128145286	0	0.000242109274010103	0.000242109274010103	0	0	0.00453738651854583	0	0	0.00378575453799024	8.47820006962953e-05	0.00472682177775888	0	0	0.00185648796698964	0.000380913844834946	0	0.00612487859686359	3.94345994769347e-05	0	0	0	0.000350033849375131	0	0.00378575453799024	9.53254796570201e-05	0.000160671113304655	0.00111080407297844	0	0	0.000607082347057392	0.00684666257006686	0	0	0	0	0
coronary arteriosclerosis	0	0	0	0	0.00532094954216261	0	0	0.000443690239746837	0.00146855900783439	0.00453467343559982	0	0.00264448495478365	9.58812751267108e-05	0.000695474751957786	0.000125700050124681	0	0	0	0	0.000682365930255849	0	0	0.000785230574418377	0	0	0	0	0	0	3.70957691650908e-05	0	4.72494039919042e-05	0	0.000381698177047429	0.00490557554256891	0	0.000879786362940855	5.38737433826563e-05	0.000698892535801193	0.000698892535801193	0.00016202078880505	0	0.00316631578736167	0	0	0.00264448495478365	0	0.00453467343559982	0	0.000205781213356039	0.000407638752532849	0.000154002412045982	0	0.00139563387019822	0	0.000408207683378494	0	0.000128406913466654	4.95312004049206e-05	0	0.00264448495478365	0.000161867274665551	0.000136413660448805	0	0	0	0.000606385403241665	0.00179782951048534	0	0	0	0	0.00335935002803022
coronary artery disease	0	0	0	0	0.00532094954216261	0	0	0.000443690239746837	0.00146855900783439	0.00453467343559982	0	0.00264448495478365	9.58812751267108e-05	0.000695474751957786	0.000125700050124681	0	0	0	0	0.000682365930255849	0	0	0.000785230574418377	0	0	0	0	0	0	3.70957691650908e-05	0	4.72494039919042e-05	0	0.000381698177047429	0.00490557554256891	0	0.000879786362940855	5.38737433826563e-05	0.000698892535801193	0.000698892535801193	0.00016202078880505	0	0.00316631578736167	0	0	0.00264448495478365	0	0.00453467343559982	0	0.000205781213356039	0.000407638752532849	0.000154002412045982	0	0.00139563387019822	0	0.000408207683378494	0	0.000128406913466654	4.95312004049206e-05	0	0.00264448495478365	0.000161867274665551	0.000136413660448805	0	0	0	0.000606385403241665	0.00179782951048534	0	0	0	0	0.00335935002803022
coronary disease	0	0	0	2.94786921996203e-05	0.00430557193805506	4.13587231954566e-05	0	0.000849625674222033	0.00334780279603472	0.00365946624094739	0	0.00205473133017878	4.37151791986796e-05	0.000451240639764404	0.000143276156090477	0	0	0	0	0.00064166707281086	0	0	0.000358010416816189	0	0.000586907824832974	0	0	0	0	3.38261708435088e-05	0	4.30848705298764e-05	0	0.000455787008864798	0.00333915013609965	0	0.00101023133785324	2.45626723566634e-05	0.000562316979473885	0.000562316979473885	7.38701879711554e-05	0	0.00277896720796436	0	0	0.00205473133017878	0	0.00365946624094739	0	0.000406561530997598	0.00043366134365043	0.000958426109470865	0	0.00255396371499215	3.05299400519275e-05	0.00024815233917274	0	0.000117089206941103	9.03311016156317e-05	0	0.00205473133017878	0.00292740778348906	0.000228048780959063	1.79161522111356e-05	0	0	0.000539115491901057	0.00154374000903229	0	0	0	0	0.0035993293001166
crohn disease	0	0	0	0	0.000268091278953274	0	0	0	0	0.00507215523996619	0	0.0042514272811888	0.000107245806992551	0.00323130755644394	0	0	0.00277564136326747	0	0	0.000667839201794874	0	0	0	0	0	0	0	0	0.000241541353599768	8.29852480552012e-05	0.00046869408845055	0	0	0.00388311881068758	0.0043587026609846	0	0.00251483255034666	0	0.000735746125774235	0.000735746125774235	0.000362449294129728	0	0.00464836324829979	0	0	0.0042514272811888	0.000241541353599768	0.00507215523996619	0	0	0.00200620200809605	0.000361737337841745	0	0.00483285316265218	0.000262145287154793	0	0	0.000143626615728201	0.000221607964713253	0	0.0042514272811888	0.000181052937335789	5.08607931364633e-05	0.000791161794861581	0	0	0.000847823152033765	0.00917203445098875	0	0	0	0	0
deep vein thrombosis	0	0	0	2.97738018644663e-05	0.000529787792444637	0	0	0	2.76025916480835e-05	0.000751749349515356	0	0.000532530103691267	0	2.46355668378161e-05	0.000289420972575924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.70323818862796e-05	0	0.000150659957148941	0.000318167754304106	0	0.000300101385762215	0	3.78630870472069e-05	3.78630870472069e-05	0	0	0.000959896957166261	0	0	0.000532530103691267	0	0.000751749349515356	0	0	2.50287259977321e-05	0.000439687132249974	0	0.000845170669372587	0	0.000125318289710765	0.000128545508199141	0	9.12354016077223e-05	0.000268909269952205	0.000532530103691267	0	8.37570056454745e-05	0	0	0	2.79237204739328e-05	6.43915054491453e-05	0	0	0	0	7.73481276555642e-05
dementia	0	0	0.000214853509406545	0.0226864129061594	0.0010860277542261	0	0	5.02602496995099e-05	0.000135800096774881	0.00333890559663577	2.7252448675689e-05	0.00420445517015559	5.43060946317588e-05	0.000469660985566659	0.000355975596291693	0	0	0	7.15585256210192e-05	0.000217397543600741	0	0	0	0	0	0	0	0	0.000122309374826964	0.000105053168517785	0	0.000214092322079578	0	0.00067945312056053	0.00343590309074387	0	0.000166100424434478	0.000183080957305119	0.000768405016887213	0.000768405016887213	9.1766784260341e-05	0.000265126729722558	0.0023313761516191	0	0.000132426631080837	0.00420445517015559	0.000122309374826964	0.00333890559663577	0.000132426631080837	0.000349656615366747	0.00067725411468165	0.0545812091209744	0.00367829594104285	0.000378993233210848	7.58529116866563e-05	0.00215790699314574	7.90527782498623e-05	7.27282567412327e-05	0.000112215698127064	0	0.00420445517015559	0.000275039506644717	0.00280722922751148	0.000111283571890781	0	0	0.000721244981372061	0.00194037151640064	0	0	7.1280128386242e-05	0	0.000618377087619594
depression	0	0	0	0.000910135784543253	9.87483835279593e-05	0	0	0	2.05796460039455e-05	0.00051377449333265	0	0.000145969896064244	0	0	2.15783403155323e-05	0	0	0	0	2.92846427829195e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000312020679537861	0.000113863738656354	0	2.23746391752627e-05	0	2.82295567743253e-05	2.82295567743253e-05	0	0	0.00035330531451607	0	0	0.000145969896064244	0	0.00051377449333265	0	0	0.00201535027483097	0.00322529869555239	5.86760517943698e-05	0.000446344447132775	0	0	0	0	6.80223180508882e-05	0	0.000145969896064244	1.85246658491994e-05	0.000156116638295268	0	0	0	2.08190698103003e-05	0.000980741642317107	0	0	0	0	0
depressive disorder, major	0	0	0	0.00137843341053099	0	0	0	0	4.25971068101664e-05	0.000322255844507932	0	0.000120855242165495	0	0	4.46642700768819e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180835467189178	3.92804443479387e-05	0	0	0	0	0	0	0	0.000187511438718788	0	0	0.000120855242165495	0	0.000322255844507932	0	0	0.00108150122969379	0.0026156534875402	0.000121451556795702	0.000163036435740734	0	0	0	0	0	0	0.000120855242165495	3.83435735313281e-05	6.46281001629733e-05	0	0	0	0	0.000440070721194285	0	0	0	0	0
diabetes mellitus	0.00186609621074359	0	0.000131839553532251	0.000775259128063786	0.00606436856996303	6.30545890427475e-05	0	0.000863546930999435	0.00484357821447662	0.00532697624229173	0.000250841888223352	0.0198328895423785	0.000499853920709091	0.00370935978103332	0.00437963456800294	9.80680083028161e-05	0.000143741979996781	0.000295958985658197	0.000175640492824344	0.0140070669196058	0	0.000391825160228053	0	0.000493228546084098	0	0.0005932646857148	0	0.000196579262406185	0.000775538669503403	0.00127637302681826	0.000145633403172865	0.00883479858832803	0	0.00387870906351211	0.00607053170434768	7.56063964636176e-05	0.00113248251277223	7.48954073810094e-05	0.00272905878647005	0.00272905878647005	0.000788345913415522	0.000162688474452367	0.00537388834980552	0.000623427371576362	0.000650082671330885	0.0198328895423785	0.000775538669503403	0.00532697624229173	0.000650082671330885	0.00119198973670946	0.00259737670663773	0.00784121190222888	0.000415780754617716	0.00413292065853001	0.00129163116566597	0.00723551409265527	0.000630614222888601	0.00392725518586892	0.000447579559105649	0.0011162512611087	0.0198328895423785	0.00405050892879656	0.00270240702482636	0.000286802953282609	0	0	0.00249738288824102	0.0145239825491539	0	0	8.74785832274373e-05	0	0.00259778566338098
diabetes mellitus, type 1	0.00133658018354063	0	0.000149513037753506	0.000152901725161807	0.00117141083268582	0	0	0.000139901137879101	0.00103951169135315	0.00362821854905587	0.000113787195721728	0.0114552389949511	0.000302325773476103	0.00611487239255136	0.000916555069472103	0	0	0.000335633167821512	9.95928116074306e-05	0.00110941152282609	0	0.000444350488183498	0	0.000447477839577112	0	0.000366978316969885	0	0.00011146564856389	0.000283710301445581	0.000116967646609893	0.000330311987918399	0.00148983339961421	0	0.00560220412158686	0.00371447443901283	0	0.00025685903228712	0	0.00155555044151185	0.00155555044151185	0.000766308023594215	0	0.00360872542709585	0.000282799865884752	0.000552921140000398	0.0114552389949511	0.000283710301445581	0.00362821854905587	0.000552921140000398	0.000270355901141362	0.00445583314834865	0.00237938639801716	0.000202078886246269	0.00224551669953884	0.000554240386580052	0.000643565197965913	0.000330069200683891	0.000607324830351635	0.000195222665398276	0	0.0114552389949511	0.000871912775683373	0.00154129739287446	0.00015488082956065	0	0	0.00152960782649069	0.0256748655965002	0	0	9.92053474567291e-05	0	0.000264811375907086
diabetes mellitus, type 2	0.00113355308032303	0	0	0.000172901183361593	0.00269199142180544	0	0	0.000296625237558619	0.00176321883905793	0.00397141741830403	0	0.0139048205368529	0.000192301769099847	0.000375539426603413	0.00342445361309621	0.000188641628157854	0	0.000142325172828319	0	0.0171071170294004	0	0.000301482766736314	0	0.000379505763795811	0	0.000518723588672661	0	9.45339687328695e-05	0.000144368750973587	0.000446400949119994	0	0.00300087678444736	0	0.000850603283550463	0.00275299931130321	7.2717464007248e-05	0.000152489424570543	3.60168209653894e-05	0.000687115449051673	0.000687115449051673	0.000433270337397144	0	0.00297235795396696	0	0	0.0139048205368529	0.000144368750973587	0.00397141741830403	0	0.001100585874175	0.000490541994745855	0.00197677379608136	0.000171383016741953	0.00232620643245209	0.0005372011818426	0.0014554863155519	9.33105158379781e-05	0.00360550349672742	0.000165568258781806	0	0.0139048205368529	0.00293983957853461	0.000851182846902948	7.88126190677395e-05	0	0	0.00068916923767617	0.00149572668499267	0	0	0	0	0.00140366508946026
diabetes, gestational	0.00065884387737822	0	0.000442199057229051	0	0.000447039892780766	0	0	0	6.98739747506735e-05	0.000211444376659216	0	0.00176437479608666	0	0	0.000146529673647435	0	0	0	0	0.000497150045730599	0	0	0	0	0	0	0	0	0	0	0	0.0002203162127653	0	0.00012712828051291	9.66502533421372e-05	0	7.59685065762549e-05	0	0	0	0	0	0.000153791777372214	0	0	0.00176437479608666	0	0.000211444376659216	0	0.000159920668320736	6.33584190464406e-05	0.000161569791261573	0	0.000133718046217977	0	0	0.0019524222309414	0.000299370176951885	0	0	0.00176437479608666	0	0	0	0	0	0	0.000256146727690447	0	0	0	0	0
diabetic nephropathies	0	0	0	4.52045564160772e-05	0.000804358887760801	0	0	0.000124083012272819	4.19080813752201e-05	0.000887721032400149	6.72811206412065e-05	0.00536240622393677	0	3.74033479510448e-05	0.000175767229759374	0	0	0	0	0.000655982863753393	0	0	0	0	0	0	0	0	0	0	0	0.0262955260718032	0	0.000279573454838803	0.0020095434980424	0	0.000318943649168128	0	0.000459889956224906	0.000459889956224906	0.000226554764166324	0	0.000737913461365512	0	0	0.00536240622393677	0	0.000887721032400149	0	9.59150872049167e-05	7.6000536413679e-05	0.000592192187795632	0	0.000454464557073327	0.000280899652151038	0.001522132167866	0	0	6.92598123325637e-05	0	0.00536240622393677	7.54467014357943e-05	0.00165315057695053	5.49476013320385e-05	0	0	0.00033916512328703	0.000530715844244578	0	0	0	0	0
endometriosis	0	0	0	0	0.000285885543067536	0	0	0	0	0.00148742384222488	0	0.00290323529379775	0	0.00027917215647013	0	0.000420702752378218	0	0	0	6.35862763502604e-05	0	0	0	0	0	0	0	0	0	0.000110616628408632	0	0	0	0.000704596010792692	0.00510951097908305	0.000162172249850461	0.00106881412241912	0	0.000490362791611601	0.000490362791611601	0	0	0.00086548929800201	0	0	0.00290323529379775	0	0.00148742384222488	0	0	0.00482166693221525	0.000723276105440169	0	0.000940651216281365	4.99187308206649e-05	0	0.000416196480301999	0	0	0	0.00290323529379775	0	0	0	0	0	0.017494266933042	0.00154872881968408	0	0	0	0	0
epilepsy	0	0	0	0.0101238702307727	0.000181803892820643	0	0	0	0.000178618724175077	0.000245688592977104	5.21386439327565e-05	0.000990508365500815	0	0.000101448361404276	0.000153234637520152	0	0	0	0	2.31066150188355e-05	0	6.10820006709824e-05	0	5.125991460974e-05	0	0	0	0	0.000116999485433943	6.02954598231332e-05	0	7.67991769460827e-05	0	0.000344673434564915	0.000336909381980607	0	0.000123580650857994	0.000321076717824951	0.000200467034832822	0.000200467034832822	0	0	0.000471765194309245	0	0.000126677515244669	0.000990508365500815	0.000116999485433943	0.000245688592977104	0.000126677515244669	0.000148656340200542	0.000117791287333119	0.0290240829806045	0.00101854439178708	0.000497197406145502	7.25598642668284e-05	0	0	6.95708618188117e-05	8.05080086280276e-05	0	0.000990508365500815	0.000526198107004687	0.000369544585453596	2.12904704433208e-05	0	0	0.000229977715149877	0.000514089319723542	0	0	0	0	4.55023935805847e-05
glaucoma, open-angle	0	0	0.00036052618025887	0.00135189062954954	9.1118231898503e-05	0	0	0	0	0	0	0.000759657257935081	0.00182252260309305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.05120762037778e-05	0.00318597283788094	0	0	0.000103648057649424	0.000183864877609562	0	6.19373448408805e-05	0.00102403847777753	0	0	0	0	2.50773768712523e-05	0	0	0.000759657257935081	0	0	0	0	0	0.0105968116608765	0	3.63402376120964e-05	0	0	0	0	0	0	0.000759657257935081	0	0	0.000448163676285281	0	0	5.76312268549375e-05	0.000284777964122567	0	0.00224540016762411	0	0	0
glomerulonephritis, iga	0	0	0	0	0.00053889981692432	0	0	0	0	0.00369594838585142	0	0.00236590765278031	0	0.000676600653124826	0	0	0	0	0	0.000239722738802217	0	0	0	0	0	0	0	0	0	0	0	0.0114202778132486	0	0.00469970395219859	0.0027185763709994	0	0.00100736771911849	0	0	0	0	0	0.00263258993330189	0	0	0.00236590765278031	0	0.00369594838585142	0	0	0.000840153755263052	2.16411039067957e-05	0	0.00112836554976492	0	0	0	0	0.000139206891677925	0	0.00236590765278031	0	0.000127796362011849	0.000773083144508634	0	0	0	0.00437907598494411	0	0	0	0.000938047506836671	0
graft vs host disease	0	0	0	9.50099657013999e-05	0.00021132302912774	0	0	0	0	0.00259878310441681	0.000141410014194925	0.00622256533174892	0.000140894231269547	0.0134036108403964	0.000461779735132211	0	0	0	0	0.000250678307784477	0	0	0	0	0	0.000228032726717563	0	0.000207787337305692	0.00550030123339511	0.00288908061836816	0	0.000347156858551677	0	0.00998922519851921	0.00227425442465766	0	0.00158010814748165	0.000158331220553357	0.0106324551493635	0.0106324551493635	0.000476167937028484	0	0.0168857575938776	0.00210871176473415	0.00206144247848443	0.00622256533174892	0.00550030123339511	0.00259878310441681	0.00206144247848443	0.000100796135036787	0.0182898057747872	5.65753100128252e-05	0	0.00435451458457646	0.000245995356371066	0	0	0	0.000509490750616386	0	0.00622256533174892	0	0.00133636783603469	0.000346463064688394	0	0	0.00913339025353479	0.0584142066358846	0	0	0	0	0
graves disease	0	0	0	0	0	0	0	0	0.000243950059937731	0.00177171091961725	0	0.00233939210263511	0.000156087959935559	0.0010450928231622	0.00025578853068326	0	0	0	0	0.00333253096109985	0	0	0	0	0	0	0	0	0.000117181573125372	6.03892983647481e-05	0	7.69187004190438e-05	0	0.00642090328314648	0.00071985859852986	0	0.000424364505927378	0	6.69263413548702e-05	6.69263413548702e-05	0	0	0.0015463616992199	0	0	0.00233939210263511	0.000117181573125372	0.00177171091961725	0	0	0.00247746675362058	0.000213099314190375	0	0.000715833600553638	0.000218018370141062	0	0	0.0029265237027149	0	0	0.00233939210263511	0.000351344690253446	0.00192462250286473	6.39708151674597e-05	0	0	0.000148072906417249	0.0104061858300488	0	0	0	0	0
heart diseases	0	0.000154397968132541	7.81647679261799e-05	0.000233147713783951	0.00510669672463795	7.47673545177977e-05	0	0.0173706807317184	0.0580258741186305	0.00420943855062725	5.94874526007757e-05	0.00416654353245212	1.97568254556017e-05	0.000650389302682219	0.00034319005243715	0.000116284724949362	8.52214544624462e-05	4.38668912512312e-05	0	0.00115999106859559	0	4.6460901749598e-05	0.000323601524503796	5.84848686244975e-05	0.000530499275826012	3.19757788472179e-05	0	8.74106367175325e-05	5.93290062297335e-05	8.40814954874334e-05	0	0.000379703240557749	0	0.001475639849669	0.00417140734510954	0	0.00224927020689818	0.000233120147892615	0.0051250749082186	0.0051250749082186	0.000567548559260297	0.000289363241359643	0.0055212354779097	0.000147846543810311	0.000289064774811563	0.00416654353245212	5.93290062297335e-05	0.00420943855062725	0.000289064774811563	0.00767481048952395	0.00100795251278261	0.00442357768614926	8.80383046831766e-05	0.00597215682885347	0.000358743631014271	0.000672906190660179	5.75195823692886e-05	0.000211671192173914	0.000551132440661783	6.01637082445501e-05	0.00416654353245212	0.0192839264339581	0.000927588091601906	0.000502020362508078	0	0	0.00442943507133173	0.00399882282456032	0	0	7.77961883208019e-05	0	0.00287267646420498
hepatitis b	0.000256680038795832	0	0	0	4.35407465114758e-05	0	0	0	0	0.00214180076548724	0	0.00566127687226288	0	0.00396027490423067	0.0139577054020658	0	0	0	0	7.74741922370323e-05	0	0	0	0	0	0	0	0.00179811478384128	6.53812816427549e-05	0	0	0.000343333381285923	0	0.00343394895394755	0.00117982930056385	0	8.87900755465038e-05	0	0.000410755961232607	0.000410755961232607	0	0	0.00176152993704717	0.000651714709890111	0.000212368582766773	0.00566127687226288	6.53812816427549e-05	0.00214180076548724	0.000212368582766773	0	0.00394942523223529	9.09223367159997e-05	0	0.00107663883008014	0	0	0.000253549098752669	0	8.99784604536275e-05	0	0.00566127687226288	4.90080597453878e-05	4.13015468084907e-05	7.13848393024299e-05	0	0	0.000330468217482269	0.0131544807882164	0	0	0	0	0
hepatitis b, chronic	0.000554846353468955	0	0	0	0	0	0	0	0	0.00186971606852635	0	0.00570975096310636	0	0.00561955785637497	0.0133272197740606	0	0	0	0	8.37351304221639e-05	0	0	0	0	0	0	0	0.00222105852788191	0	0	0	9.27698135022226e-05	0	0.00117767398037701	0.000651153239424588	0	6.39769910590214e-05	0	0.000242154801318258	0.000242154801318258	0	0	0.00129515974570554	0	0	0.00570975096310636	0	0.00186971606852635	0	0	0.00293465628764007	6.04738846942751e-05	0	0.000412906457169117	0	0	0	0	0	0	0.00570975096310636	5.29685583808605e-05	0	7.7153677328655e-05	0	0	0.000178587207509024	0.0105307822888418	0	0	0	0	0
hepatitis c	0	0	0	8.67253077364674e-05	0.000214329033773906	0	0	0	0.000107201324882913	0.00287904998828814	0	0.00739840994320747	0	0.00509486245239461	0.0177035698548731	0	0	0	0	0.000343229574260525	0	0	0.000702169629529786	0	0	0	0	0.00720741223580767	6.43677844048811e-05	0.000265374511287391	0	0.000338011255061716	0	0.00489228925488061	0.00150753111817031	0	0.000233103228588618	0	0.000147050434515972	0.000147050434515972	0	0	0.0022179189617127	0.000320806130483256	0	0.00739840994320747	6.43677844048811e-05	0.00287904998828814	0	0	0.00592951089155241	0.000158369010525455	0	0.00105994948944537	0.000119757390784721	0	0.00012480937444557	0	0.000132875511110542	0	0.00739840994320747	2.41241846636561e-05	0	0	0	0	0.000162672759244703	0.0136204257616528	0	0	0	0	0
hepatitis c, chronic	0	0	0	0	7.28275026511474e-05	0	0	0	0	0.00258348854605541	0	0.00581329659374334	0	0.00483597712153052	0.0137975684785931	0	0	0	0	0.000388756674558913	0	0	0.00119296158004613	0	0	0	0	0.00816342711435767	0	0.000225430994859017	0	0.000215350976434549	0	0.00364505409710923	0.00119664609094964	0	0.000148512829483855	0	0.000187375149104767	0.000187375149104767	0	0	0.00190412671305874	0	0	0.00581329659374334	0	0.00258348854605541	0	0	0.00516087658572793	5.8492042589328e-05	0	0.000842317636997201	5.08659019574846e-05	0	0	0	7.52502780987644e-05	0	0.00581329659374334	4.09861438651968e-05	0	0	0	0	0.000138187657040208	0.0106977974960121	0	0	0	0	0
hiv infections	0	0	0	0.00435559827907817	0.000528425842797365	7.40717797133695e-05	0	3.62296379195347e-05	0.000220253059251897	0.0127468854838442	0	0.00791534194582588	7.82920959245371e-05	0.0118820407767714	0.000526033544000215	0	0	0.000173835157144583	0.00015474691165316	0.00142779325959477	0	0.000138086001646408	0	0.000115881545716264	0	0.000253426417153304	0	0.000519584634441375	0.00508421545575578	0.000681539477501383	0	0.00150468315870939	0	0.00847463530087383	0.0112102062959817	0	0.000478927842302452	0.00010997685103673	0.000117493446566216	0.000117493446566216	0	0	0.00973319131603487	0	0	0.00791534194582588	0.00508421545575578	0.0127468854838442	0	2.80051944001357e-05	0.00953084686003403	0.00224465635308202	0.00010466312127085	0.00334076965598496	0.000123025213154637	0.000166661504355081	0.000227937867372251	0.000157276481354977	0.000222446543241013	0	0.00791534194582588	0.000209274121728329	0.000111388916920023	0.000641741899827419	0	0	0.000656067818518279	0.0595405337454916	0	0	0	0	0
hypercholesterolemia	0	0	0	0.000170078802624887	0.00302634086820478	0.000119310620558466	0	0.000466853163190084	0.000512447191467706	0.00474158553084286	0	0.0021584821623768	0.000126108466486508	0.000351818330829435	0.00185993778292434	0	0	0	0.000166171697510077	0.00140232218395685	0	0	0	0	0	0	0	0.000371963312150158	0	4.87904500265021e-05	0	0.000124290167646312	0	0.000286874853179676	0.00677923814288787	0.000143060897187802	0.000342857688036286	0	0.000324431619682889	0.000324431619682889	0	0	0.00347043107764012	0	0	0.0021584821623768	0	0.00474158553084286	0	0.000180436713451214	0.000285946401356357	0.000445615867998086	0	0.00110639896419679	0.000176144030172014	0	0.000183574692752036	0.000168888022422997	0.000325731156476888	0	0.0021584821623768	0.000816105084778499	0.00185399579717223	5.16840722627853e-05	0	0	0.000279143311564669	0.00118230343866346	0	0	0	0	0.00243012375384601
hypertension	0	0	0.000161262722230839	0.000563468856940906	0.00348472553762243	0	0	0.00282928984111038	0.00447207155488868	0.00156148329189408	2.04548860897682e-05	0.00210021206867123	0	0.000147828332636275	0.000173670125341678	0	0	0	5.37097237664169e-05	0.00172237321631525	0	0	0	0	0	0.000131939268270419	0	0.000120225327454545	0	9.46197805990526e-05	0	0.00273175375615151	0	0.00031680421685226	0.00158610408967493	0	0.000567941526485495	2.29025299184867e-05	0.000157293326138188	0.000157293326138188	6.88774480857602e-05	0	0.0013853076859321	0	0	0.00210021206867123	0	0.00156148329189408	0	8.748065568925e-05	0.000196399072316928	0.008543667544646	7.26531763630655e-05	0.00151170792780149	0.000128099168072254	0.000867675800354894	0.000534012203483504	0.00010917537905329	0.000526411257110384	0	0.00210021206867123	0.00241989524075385	0.000463931814431863	0.000133641879379099	0	0	0.000180448420278935	0.000895910777332724	0	0	0	0.00028377834536849	0.00456995098200062
hypertrophy, left ventricular	0	0	0	0	0.000532876609866275	0	0	0.00723388820794709	0.0213223855194683	0.000504088178388622	0	0.000378095230297184	0	0	0	0	0	0	0	0.00039507231940887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000332823675758927	0	0.000603702128821141	0	0.000304670719144903	0.000304670719144903	0	0	0.00039108594897165	0	0	0.000378095230297184	0	0.000504088178388622	0	0.000254169661241977	0	0.000242524542613977	0	0.000141683043499201	6.20307081944307e-05	0	0	0.000237901758605723	0	0	0.000378095230297184	0.00534811611027547	0	0	0	0	0.000280865239124168	5.55145086131207e-05	0	0	0	0	0.00031119635923969
